	display_name	start_date	end_date	sw1_code	sw1_name	sw2_code	sw2_name	sw3_code	sw3_name
603725.XSHG	天安新材	2017-09-06	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
603822.XSHG	嘉澳环保	2016-04-28	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
603867.XSHG	新化股份	2019-06-27	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
603879.XSHG	永悦科技	2017-06-14	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
603916.XSHG	苏博特	2017-11-10	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
603948.XSHG	建业股份	2020-03-02	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
603949.XSHG	雪龙集团	2020-03-10	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
603968.XSHG	醋化股份	2015-05-18	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
688005.XSHG	容百科技	2019-07-22	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
688199.XSHG	久日新材	2019-11-05	2200-01-01	801030	化工I	801034	化学制品II	850339	其他化学制品III
688585.XSHG	上纬新材	2020-09-28 00:00:00	2200-01-01 00:00:00	801030	化工I	801034	化学制品II	850339	其他化学制品III
002165.XSHE	红宝丽	2007-09-13	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
002408.XSHE	齐翔腾达	2010-05-18	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
300200.XSHE	高盟新材	2011-04-07	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
300848.XSHE	美瑞新材	2020-07-20	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
600230.XSHG	沧州大化	2000-04-06	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
600309.XSHG	万华化学	2000-01-05	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
603026.XSHG	石大胜华	2015-05-29	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
603041.XSHG	美思德	2017-03-30	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
603192.XSHG	汇得科技	2018-08-28	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
603330.XSHG	上海天洋	2017-02-13	2200-01-01	801030	化工I	801034	化学制品II	850372	聚氨酯III
002080.XSHE	中材科技	2006-11-20	2200-01-01	801030	化工I	801034	化学制品II	850373	玻纤III
002201.XSHE	九鼎新材	2007-12-26	2200-01-01	801030	化工I	801034	化学制品II	850373	玻纤III
300196.XSHE	长海股份	2011-03-29	2200-01-01	801030	化工I	801034	化学制品II	850373	玻纤III
