	date	sw1_code	sw1_name	total_count	pe	pe_negative_count	pe_over_125_count	pb
0	2005-02-03	801003	申万A指	1261	24.26	193	81	1.89
1	2005-02-03	801010	农林牧渔	35	24.6	6	1	1.66
2	2005-02-03	801020	采掘	37	23.6	4	2	2.12
3	2005-02-03	801030	化工	97	23.9	11	6	1.74
4	2005-02-03	801040	钢铁	23	8.25	1	1	1.46
5	2005-02-03	801050	有色金属	53	22.72	7	1	1.99
6	2005-02-03	801080	电子	48	28.94	7	0	2.17
7	2005-02-03	801110	家用电器	17	24.25	2	2	1.36
8	2005-02-03	801120	食品饮料	41	28.25	8	3	1.74
9	2005-02-03	801130	纺织服装	22	22.42	5	2	2.17
10	2005-02-03	801140	轻工制造	31	22.99	6	2	1.78
11	2005-02-03	801150	医药生物	112	28.25	20	8	2.01
12	2005-02-03	801160	公用事业	89	23.96	14	3	1.73
13	2005-02-03	801170	交通运输	56	24.75	5	0	2.08
14	2005-02-03	801180	房地产	113	25.38	21	10	1.8
15	2005-02-03	801200	商业贸易	64	25.75	9	8	1.85
16	2005-02-03	801210	休闲服务	20	30.13	3	1	2.04
17	2005-02-03	801230	综合	27	32.73	3	4	2.69
18	2005-02-03	801710	建筑材料	25	21.04	4	2	1.68
19	2005-02-03	801720	建筑装饰	25	24.0	6	2	1.79
20	2005-02-03	801730	电气设备	37	25.76	4	3	2.28
21	2005-02-03	801740	国防军工	32	32.03	5	4	1.74
22	2005-02-03	801750	计算机	29	33.72	4	1	2.5
23	2005-02-03	801760	传媒	44	37.52	12	2	2.09
24	2005-02-03	801770	通信	25	30.3	3	2	1.76
25	2005-02-03	801780	银行	5	18.72	0	0	2.38
26	2005-02-03	801790	非银金融	38	26.49	9	4	2.01
27	2005-02-03	801880	汽车	54	18.89	10	4	2.08
28	2005-02-03	801890	机械设备	62	22.53	4	3	1.74
29	2005-02-04	801003	申万A指	1261	24.73	189	82	1.92
30	2005-02-04	801010	农林牧渔	35	24.9	6	1	1.68
31	2005-02-04	801020	采掘	37	23.58	4	2	2.16
32	2005-02-04	801030	化工	97	24.45	11	6	1.77
33	2005-02-04	801040	钢铁	23	8.52	1	1	1.49
34	2005-02-04	801050	有色金属	53	23.37	6	1	2.02
35	2005-02-04	801080	电子	48	29.57	7	0	2.2
36	2005-02-04	801110	家用电器	17	24.85	2	2	1.39
37	2005-02-04	801120	食品饮料	41	28.49	8	3	1.76
38	2005-02-04	801130	纺织服装	22	22.5	5	2	2.22
39	2005-02-04	801140	轻工制造	31	23.48	6	2	1.81
40	2005-02-04	801150	医药生物	112	28.73	20	8	2.03
41	2005-02-04	801160	公用事业	89	24.36	13	3	1.75
42	2005-02-04	801170	交通运输	56	25.24	5	0	2.13
43	2005-02-04	801180	房地产	113	25.67	21	9	1.83
44	2005-02-04	801200	商业贸易	64	26.56	9	8	1.89
45	2005-02-04	801210	休闲服务	20	30.42	3	2	2.08
46	2005-02-04	801230	综合	27	33.11	2	4	2.73
47	2005-02-04	801710	建筑材料	25	21.37	4	2	1.71
48	2005-02-04	801720	建筑装饰	25	24.39	6	2	1.8
49	2005-02-04	801730	电气设备	37	25.84	4	3	2.32
50	2005-02-04	801740	国防军工	32	32.79	5	4	1.77
51	2005-02-04	801750	计算机	29	34.38	4	1	2.56
52	2005-02-04	801760	传媒	44	37.34	12	3	2.13
53	2005-02-04	801770	通信	25	32.18	2	2	1.79
54	2005-02-04	801780	银行	5	19.81	0	0	2.51
55	2005-02-04	801790	非银金融	38	27.07	9	4	2.03
56	2005-02-04	801880	汽车	54	19.41	10	4	2.14
57	2005-02-04	801890	机械设备	62	23.03	4	3	1.77
58	2005-02-16	801003	申万A指	1261	24.91	189	85	1.95
59	2005-02-16	801010	农林牧渔	35	25.28	6	1	1.71
60	2005-02-16	801020	采掘	37	23.82	4	2	2.18
61	2005-02-16	801030	化工	97	24.7	11	6	1.79
62	2005-02-16	801040	钢铁	23	8.58	1	1	1.5
63	2005-02-16	801050	有色金属	53	23.62	6	1	2.04
64	2005-02-16	801080	电子	48	29.85	7	0	2.23
65	2005-02-16	801110	家用电器	17	24.95	2	2	1.4
66	2005-02-16	801120	食品饮料	41	28.84	8	3	1.79
67	2005-02-16	801130	纺织服装	22	22.77	5	2	2.24
68	2005-02-16	801140	轻工制造	31	23.61	6	2	1.83
69	2005-02-16	801150	医药生物	112	28.71	20	9	2.05
70	2005-02-16	801160	公用事业	89	24.53	13	3	1.77
71	2005-02-16	801170	交通运输	56	25.5	5	0	2.15
72	2005-02-16	801180	房地产	113	25.6	21	10	1.89
73	2005-02-16	801200	商业贸易	64	26.95	9	8	1.91
74	2005-02-16	801210	休闲服务	20	30.76	3	2	2.12
75	2005-02-16	801230	综合	27	33.34	2	4	2.75
76	2005-02-16	801710	建筑材料	25	21.7	4	2	1.74
77	2005-02-16	801720	建筑装饰	25	24.75	6	2	1.82
78	2005-02-16	801730	电气设备	37	26.23	4	3	2.35
79	2005-02-16	801740	国防军工	32	33.36	5	4	1.8
80	2005-02-16	801750	计算机	29	34.78	4	1	2.59
81	2005-02-16	801760	传媒	44	37.56	12	3	2.16
82	2005-02-16	801770	通信	25	32.69	2	2	1.82
83	2005-02-16	801780	银行	5	19.71	0	0	2.5
84	2005-02-16	801790	非银金融	38	27.4	9	4	2.06
85	2005-02-16	801880	汽车	54	19.04	10	5	2.16
86	2005-02-16	801890	机械设备	62	23.28	4	3	1.8
87	2005-02-17	801003	申万A指	1261	24.99	188	84	1.96
88	2005-02-17	801010	农林牧渔	35	25.33	6	1	1.73
89	2005-02-17	801020	采掘	37	23.74	4	2	2.19
90	2005-02-17	801030	化工	97	24.68	11	6	1.8
91	2005-02-17	801040	钢铁	23	8.53	1	1	1.5
92	2005-02-17	801050	有色金属	53	23.68	6	1	2.05
93	2005-02-17	801080	电子	48	30.2	7	0	2.26
94	2005-02-17	801110	家用电器	17	24.99	2	2	1.41
95	2005-02-17	801120	食品饮料	41	29.59	7	3	1.8
96	2005-02-17	801130	纺织服装	22	22.75	5	2	2.25
97	2005-02-17	801140	轻工制造	31	23.59	6	2	1.83
98	2005-02-17	801150	医药生物	112	29.04	20	8	2.07
99	2005-02-17	801160	公用事业	89	24.61	13	3	1.79
100	2005-02-17	801170	交通运输	56	25.45	5	0	2.15
101	2005-02-17	801180	房地产	113	25.65	21	10	1.91
102	2005-02-17	801200	商业贸易	64	26.99	9	8	1.91
103	2005-02-17	801210	休闲服务	20	30.88	3	2	2.12
104	2005-02-17	801230	综合	27	33.46	2	4	2.75
105	2005-02-17	801710	建筑材料	25	21.75	4	2	1.76
106	2005-02-17	801720	建筑装饰	25	25.1	6	2	1.85
107	2005-02-17	801730	电气设备	37	26.35	4	3	2.37
108	2005-02-17	801740	国防军工	32	33.55	5	4	1.81
109	2005-02-17	801750	计算机	29	34.9	4	1	2.6
110	2005-02-17	801760	传媒	44	38.03	12	3	2.19
111	2005-02-17	801770	通信	25	32.84	2	2	1.84
112	2005-02-17	801780	银行	5	19.61	0	0	2.49
113	2005-02-17	801790	非银金融	38	27.51	9	4	2.08
114	2005-02-17	801880	汽车	54	18.99	10	5	2.16
115	2005-02-17	801890	机械设备	62	23.3	4	3	1.8
116	2005-02-18	801003	申万A指	1261	24.7	187	84	1.94
117	2005-02-18	801010	农林牧渔	35	25.15	6	1	1.71
118	2005-02-18	801020	采掘	37	23.58	4	2	2.17
119	2005-02-18	801030	化工	97	24.35	11	6	1.78
120	2005-02-18	801040	钢铁	23	8.4	1	1	1.47
121	2005-02-18	801050	有色金属	53	23.02	6	2	2.03
122	2005-02-18	801080	电子	48	29.61	7	0	2.22
123	2005-02-18	801110	家用电器	17	24.78	2	2	1.4
124	2005-02-18	801120	食品饮料	41	29.33	7	3	1.78
125	2005-02-18	801130	纺织服装	22	22.58	5	2	2.21
126	2005-02-18	801140	轻工制造	31	23.28	6	2	1.81
127	2005-02-18	801150	医药生物	112	28.81	20	8	2.05
128	2005-02-18	801160	公用事业	89	24.3	13	3	1.77
129	2005-02-18	801170	交通运输	56	25.07	5	0	2.12
130	2005-02-18	801180	房地产	113	25.37	21	10	1.89
131	2005-02-18	801200	商业贸易	64	26.85	9	8	1.9
132	2005-02-18	801210	休闲服务	20	30.54	3	2	2.11
133	2005-02-18	801230	综合	27	33.84	1	4	2.68
134	2005-02-18	801710	建筑材料	25	21.44	4	2	1.74
135	2005-02-18	801720	建筑装饰	25	25.1	6	2	1.84
136	2005-02-18	801730	电气设备	37	25.87	4	3	2.33
137	2005-02-18	801740	国防军工	32	33.21	5	4	1.8
138	2005-02-18	801750	计算机	29	34.24	4	1	2.54
139	2005-02-18	801760	传媒	44	37.35	12	3	2.15
140	2005-02-18	801770	通信	25	32.24	2	2	1.8
141	2005-02-18	801780	银行	5	19.3	0	0	2.45
142	2005-02-18	801790	非银金融	38	27.15	9	4	2.06
143	2005-02-18	801880	汽车	54	19.18	10	4	2.13
144	2005-02-18	801890	机械设备	62	22.92	4	3	1.78
145	2005-02-21	801003	申万A指	1261	25.11	187	85	1.97
146	2005-02-21	801010	农林牧渔	35	25.57	6	1	1.74
147	2005-02-21	801020	采掘	37	23.9	4	2	2.2
148	2005-02-21	801030	化工	97	24.57	11	6	1.81
149	2005-02-21	801040	钢铁	23	8.55	1	1	1.5
150	2005-02-21	801050	有色金属	53	23.62	6	2	2.08
151	2005-02-21	801080	电子	48	30.19	7	0	2.25
152	2005-02-21	801110	家用电器	17	25.27	2	2	1.44
153	2005-02-21	801120	食品饮料	41	29.79	7	3	1.81
154	2005-02-21	801130	纺织服装	22	22.96	5	2	2.25
155	2005-02-21	801140	轻工制造	31	23.54	6	2	1.83
156	2005-02-21	801150	医药生物	112	29.28	20	8	2.09
157	2005-02-21	801160	公用事业	89	24.78	13	3	1.81
158	2005-02-21	801170	交通运输	56	25.52	5	0	2.16
159	2005-02-21	801180	房地产	113	25.78	21	10	1.92
160	2005-02-21	801200	商业贸易	64	27.22	9	8	1.93
161	2005-02-21	801210	休闲服务	20	31.05	3	2	2.15
162	2005-02-21	801230	综合	27	34.26	1	4	2.71
163	2005-02-21	801710	建筑材料	25	21.75	4	2	1.76
164	2005-02-21	801720	建筑装饰	25	25.58	6	2	1.87
165	2005-02-21	801730	电气设备	37	26.48	4	3	2.39
166	2005-02-21	801740	国防军工	32	33.82	5	4	1.84
167	2005-02-21	801750	计算机	29	34.8	4	1	2.58
168	2005-02-21	801760	传媒	44	37.96	12	3	2.19
169	2005-02-21	801770	通信	25	32.69	2	2	1.82
170	2005-02-21	801780	银行	5	19.91	0	0	2.53
171	2005-02-21	801790	非银金融	38	27.67	9	4	2.09
172	2005-02-21	801880	汽车	54	19.12	10	5	2.15
173	2005-02-21	801890	机械设备	62	23.41	4	3	1.81
174	2005-02-22	801003	申万A指	1261	25.68	186	91	2.03
175	2005-02-22	801010	农林牧渔	35	26.42	6	1	1.79
176	2005-02-22	801020	采掘	37	24.5	4	2	2.26
177	2005-02-22	801030	化工	97	25.28	11	6	1.86
178	2005-02-22	801040	钢铁	23	8.69	1	1	1.53
179	2005-02-22	801050	有色金属	53	24.35	6	2	2.14
180	2005-02-22	801080	电子	48	31.34	7	0	2.33
181	2005-02-22	801110	家用电器	17	26.25	2	2	1.5
182	2005-02-22	801120	食品饮料	41	30.37	7	3	1.85
183	2005-02-22	801130	纺织服装	22	23.63	5	2	2.31
184	2005-02-22	801140	轻工制造	31	24.2	6	2	1.88
185	2005-02-22	801150	医药生物	112	29.29	20	11	2.14
186	2005-02-22	801160	公用事业	89	25.49	13	3	1.86
187	2005-02-22	801170	交通运输	56	26.12	5	0	2.21
188	2005-02-22	801180	房地产	113	26.33	21	10	1.96
189	2005-02-22	801200	商业贸易	64	27.77	9	8	1.97
190	2005-02-22	801210	休闲服务	20	32.15	3	2	2.2
191	2005-02-22	801230	综合	27	35.1	0	5	2.79
192	2005-02-22	801710	建筑材料	25	22.28	4	2	1.81
193	2005-02-22	801720	建筑装饰	25	26.23	6	2	1.91
194	2005-02-22	801730	电气设备	37	27.59	4	3	2.48
195	2005-02-22	801740	国防军工	32	34.83	5	4	1.89
196	2005-02-22	801750	计算机	29	35.84	4	1	2.66
197	2005-02-22	801760	传媒	44	39.15	12	3	2.26
198	2005-02-22	801770	通信	25	33.52	2	2	1.87
199	2005-02-22	801780	银行	5	20.09	0	0	2.55
200	2005-02-22	801790	非银金融	38	27.2	9	5	2.15
201	2005-02-22	801880	汽车	54	19.6	10	5	2.2
202	2005-02-22	801890	机械设备	62	23.79	4	4	1.87
203	2005-02-23	801003	申万A指	1261	25.75	186	96	2.05
204	2005-02-23	801010	农林牧渔	35	26.7	6	1	1.81
205	2005-02-23	801020	采掘	37	24.57	4	2	2.27
206	2005-02-23	801030	化工	97	25.59	11	6	1.89
207	2005-02-23	801040	钢铁	23	8.6	1	1	1.51
208	2005-02-23	801050	有色金属	53	24.62	6	2	2.17
209	2005-02-23	801080	电子	48	31.68	7	0	2.36
210	2005-02-23	801110	家用电器	17	26.32	2	2	1.51
211	2005-02-23	801120	食品饮料	41	30.42	7	3	1.86
212	2005-02-23	801130	纺织服装	22	23.85	5	2	2.34
213	2005-02-23	801140	轻工制造	31	24.37	6	2	1.9
214	2005-02-23	801150	医药生物	112	28.93	20	13	2.16
215	2005-02-23	801160	公用事业	89	25.67	13	3	1.86
216	2005-02-23	801170	交通运输	56	26.01	5	0	2.22
217	2005-02-23	801180	房地产	113	26.58	21	10	1.98
218	2005-02-23	801200	商业贸易	64	28.04	9	8	2.0
219	2005-02-23	801210	休闲服务	20	32.97	3	2	2.25
220	2005-02-23	801230	综合	27	35.58	0	5	2.83
221	2005-02-23	801710	建筑材料	25	22.33	4	2	1.82
222	2005-02-23	801720	建筑装饰	25	25.23	6	3	1.93
223	2005-02-23	801730	电气设备	37	27.96	4	3	2.51
224	2005-02-23	801740	国防军工	32	35.39	5	4	1.91
225	2005-02-23	801750	计算机	29	36.42	4	1	2.7
226	2005-02-23	801760	传媒	44	38.62	12	4	2.29
227	2005-02-23	801770	通信	25	33.67	2	2	1.88
228	2005-02-23	801780	银行	5	19.74	0	0	2.51
229	2005-02-23	801790	非银金融	38	27.36	9	5	2.17
230	2005-02-23	801880	汽车	54	19.24	10	6	2.22
231	2005-02-23	801890	机械设备	62	24.04	4	4	1.89
232	2005-02-24	801003	申万A指	1261	25.81	186	98	2.06
233	2005-02-24	801010	农林牧渔	35	26.86	6	1	1.83
234	2005-02-24	801020	采掘	37	24.69	4	2	2.29
235	2005-02-24	801030	化工	97	25.65	11	6	1.89
236	2005-02-24	801040	钢铁	23	8.66	1	1	1.53
237	2005-02-24	801050	有色金属	53	24.7	6	2	2.18
238	2005-02-24	801080	电子	48	31.75	7	0	2.36
239	2005-02-24	801110	家用电器	17	26.0	2	2	1.51
240	2005-02-24	801120	食品饮料	41	30.54	7	3	1.87
241	2005-02-24	801130	纺织服装	22	22.78	5	3	2.37
242	2005-02-24	801140	轻工制造	31	24.32	6	2	1.9
243	2005-02-24	801150	医药生物	112	29.05	20	13	2.17
244	2005-02-24	801160	公用事业	89	25.7	13	3	1.87
245	2005-02-24	801170	交通运输	56	26.01	5	0	2.23
246	2005-02-24	801180	房地产	113	26.64	21	10	1.99
247	2005-02-24	801200	商业贸易	64	28.36	9	8	2.01
248	2005-02-24	801210	休闲服务	20	33.08	3	2	2.24
249	2005-02-24	801230	综合	27	35.64	0	5	2.83
250	2005-02-24	801710	建筑材料	25	22.4	4	2	1.83
251	2005-02-24	801720	建筑装饰	25	25.25	6	3	1.94
252	2005-02-24	801730	电气设备	37	27.27	4	4	2.52
253	2005-02-24	801740	国防军工	32	35.61	5	4	1.92
254	2005-02-24	801750	计算机	29	36.69	4	1	2.72
255	2005-02-24	801760	传媒	44	38.85	12	4	2.29
256	2005-02-24	801770	通信	25	33.65	2	2	1.89
257	2005-02-24	801780	银行	5	19.42	0	0	2.49
258	2005-02-24	801790	非银金融	38	27.59	9	5	2.19
259	2005-02-24	801880	汽车	54	19.52	10	6	2.23
260	2005-02-24	801890	机械设备	62	24.11	4	4	1.9
261	2005-02-25	801003	申万A指	1261	25.87	187	96	2.05
262	2005-02-25	801010	农林牧渔	35	26.97	6	1	1.84
263	2005-02-25	801020	采掘	37	25.03	4	2	2.3
264	2005-02-25	801030	化工	97	25.66	11	6	1.89
265	2005-02-25	801040	钢铁	23	8.64	1	1	1.52
266	2005-02-25	801050	有色金属	53	24.49	6	2	2.18
267	2005-02-25	801080	电子	48	31.66	7	0	2.37
268	2005-02-25	801110	家用电器	17	26.23	2	2	1.51
269	2005-02-25	801120	食品饮料	41	30.57	7	3	1.87
270	2005-02-25	801130	纺织服装	22	24.23	5	2	2.33
271	2005-02-25	801140	轻工制造	31	24.39	6	2	1.9
272	2005-02-25	801150	医药生物	112	29.27	21	12	2.18
273	2005-02-25	801160	公用事业	89	25.8	13	3	1.87
274	2005-02-25	801170	交通运输	56	26.02	5	0	2.22
275	2005-02-25	801180	房地产	113	26.7	21	10	1.99
276	2005-02-25	801200	商业贸易	64	28.29	9	8	2.01
277	2005-02-25	801210	休闲服务	20	33.07	3	2	2.23
278	2005-02-25	801230	综合	27	35.78	0	5	2.82
279	2005-02-25	801710	建筑材料	25	22.63	4	2	1.83
280	2005-02-25	801720	建筑装饰	25	25.24	6	3	1.93
281	2005-02-25	801730	电气设备	37	27.38	4	4	2.53
282	2005-02-25	801740	国防军工	32	35.6	5	4	1.92
283	2005-02-25	801750	计算机	29	36.73	4	1	2.72
284	2005-02-25	801760	传媒	44	38.89	12	4	2.29
285	2005-02-25	801770	通信	25	33.6	2	2	1.88
286	2005-02-25	801780	银行	5	19.47	0	0	2.5
287	2005-02-25	801790	非银金融	38	27.77	9	5	2.19
288	2005-02-25	801880	汽车	54	19.36	10	6	2.2
289	2005-02-25	801890	机械设备	62	24.25	4	4	1.9
290	2005-02-28	801003	申万A指	1261	25.78	184	99	2.05
291	2005-02-28	801010	农林牧渔	35	27.07	6	1	1.84
292	2005-02-28	801020	采掘	37	25.03	4	2	2.3
293	2005-02-28	801030	化工	97	25.57	11	6	1.89
294	2005-02-28	801040	钢铁	23	8.61	1	1	1.52
295	2005-02-28	801050	有色金属	53	24.35	5	3	2.18
296	2005-02-28	801080	电子	48	31.49	6	1	2.36
297	2005-02-28	801110	家用电器	17	25.89	1	3	1.49
298	2005-02-28	801120	食品饮料	41	30.4	7	3	1.86
299	2005-02-28	801130	纺织服装	22	24.35	6	1	2.38
300	2005-02-28	801140	轻工制造	31	24.3	6	2	1.88
301	2005-02-28	801150	医药生物	112	30.13	21	11	2.17
302	2005-02-28	801160	公用事业	89	25.53	13	3	1.87
303	2005-02-28	801170	交通运输	56	25.76	5	0	2.2
304	2005-02-28	801180	房地产	113	26.59	21	10	1.98
305	2005-02-28	801200	商业贸易	64	28.07	9	8	2.0
306	2005-02-28	801210	休闲服务	20	33.08	3	2	2.23
307	2005-02-28	801230	综合	27	35.68	0	5	2.81
308	2005-02-28	801710	建筑材料	25	22.45	4	2	1.82
309	2005-02-28	801720	建筑装饰	25	25.14	6	3	1.95
310	2005-02-28	801730	电气设备	37	27.22	4	4	2.53
311	2005-02-28	801740	国防军工	32	35.81	5	4	1.91
312	2005-02-28	801750	计算机	29	36.71	4	1	2.7
313	2005-02-28	801760	传媒	44	38.71	12	4	2.29
314	2005-02-28	801770	通信	25	32.42	2	3	1.88
315	2005-02-28	801780	银行	5	18.79	0	0	2.41
316	2005-02-28	801790	非银金融	38	27.86	8	6	2.19
317	2005-02-28	801880	汽车	54	19.14	10	6	2.2
318	2005-02-28	801890	机械设备	62	24.09	4	4	1.89
319	2005-03-01	801003	申万A指	1261	25.64	184	100	2.05
320	2005-03-01	801010	农林牧渔	35	27.19	6	1	1.87
321	2005-03-01	801020	采掘	37	24.16	4	3	2.3
322	2005-03-01	801030	化工	97	25.38	11	6	1.9
323	2005-03-01	801040	钢铁	23	8.5	1	1	1.49
324	2005-03-01	801050	有色金属	53	24.26	5	3	2.2
325	2005-03-01	801080	电子	48	31.52	6	1	2.36
326	2005-03-01	801110	家用电器	17	25.92	1	3	1.49
327	2005-03-01	801120	食品饮料	41	30.14	7	3	1.87
328	2005-03-01	801130	纺织服装	22	24.23	6	1	2.37
329	2005-03-01	801140	轻工制造	31	24.23	6	2	1.88
330	2005-03-01	801150	医药生物	112	29.64	21	12	2.17
331	2005-03-01	801160	公用事业	89	25.4	13	3	1.86
332	2005-03-01	801170	交通运输	56	25.66	5	0	2.2
333	2005-03-01	801180	房地产	113	26.09	21	11	1.98
334	2005-03-01	801200	商业贸易	64	28.01	9	8	2.0
335	2005-03-01	801210	休闲服务	20	33.13	3	2	2.24
336	2005-03-01	801230	综合	27	35.72	0	5	2.82
337	2005-03-01	801710	建筑材料	25	22.46	4	2	1.82
338	2005-03-01	801720	建筑装饰	25	24.83	6	3	1.98
339	2005-03-01	801730	电气设备	37	27.24	4	4	2.53
340	2005-03-01	801740	国防军工	32	35.79	5	4	1.92
341	2005-03-01	801750	计算机	29	36.55	4	1	2.69
342	2005-03-01	801760	传媒	44	38.68	12	4	2.28
343	2005-03-01	801770	通信	25	33.58	2	2	1.88
344	2005-03-01	801780	银行	5	18.72	0	0	2.4
345	2005-03-01	801790	非银金融	38	27.74	8	6	2.19
346	2005-03-01	801880	汽车	54	19.52	10	5	2.19
347	2005-03-01	801890	机械设备	62	24.07	4	4	1.9
348	2005-03-02	801003	申万A指	1261	25.28	184	98	2.02
349	2005-03-02	801010	农林牧渔	35	26.69	6	1	1.83
350	2005-03-02	801020	采掘	37	24.67	4	1	2.26
351	2005-03-02	801030	化工	97	25.08	11	6	1.88
352	2005-03-02	801040	钢铁	23	8.25	1	1	1.45
353	2005-03-02	801050	有色金属	53	23.7	5	3	2.14
354	2005-03-02	801080	电子	48	31.09	6	1	2.31
355	2005-03-02	801110	家用电器	17	25.43	1	3	1.46
356	2005-03-02	801120	食品饮料	41	29.79	7	3	1.84
357	2005-03-02	801130	纺织服装	22	23.77	6	1	2.34
358	2005-03-02	801140	轻工制造	31	24.02	6	2	1.87
359	2005-03-02	801150	医药生物	112	29.77	21	11	2.15
360	2005-03-02	801160	公用事业	89	25.28	13	3	1.85
361	2005-03-02	801170	交通运输	56	25.22	5	0	2.18
362	2005-03-02	801180	房地产	113	25.92	21	10	1.95
363	2005-03-02	801200	商业贸易	64	27.56	9	8	1.97
364	2005-03-02	801210	休闲服务	20	33.2	3	2	2.22
365	2005-03-02	801230	综合	27	35.04	0	5	2.76
366	2005-03-02	801710	建筑材料	25	22.22	4	2	1.8
367	2005-03-02	801720	建筑装饰	25	24.23	6	3	1.92
368	2005-03-02	801730	电气设备	37	26.84	4	4	2.5
369	2005-03-02	801740	国防军工	32	35.33	5	4	1.9
370	2005-03-02	801750	计算机	29	35.13	4	2	2.65
371	2005-03-02	801760	传媒	44	37.15	12	5	2.25
372	2005-03-02	801770	通信	25	33.27	2	2	1.85
373	2005-03-02	801780	银行	5	18.51	0	0	2.37
374	2005-03-02	801790	非银金融	38	27.17	8	6	2.16
375	2005-03-02	801880	汽车	54	19.14	10	5	2.16
376	2005-03-02	801890	机械设备	62	23.52	4	4	1.86
377	2005-03-03	801003	申万A指	1262	25.42	184	98	2.03
378	2005-03-03	801010	农林牧渔	35	26.67	6	1	1.84
379	2005-03-03	801020	采掘	37	24.82	4	1	2.28
380	2005-03-03	801030	化工	97	25.18	11	7	1.88
381	2005-03-03	801040	钢铁	23	8.35	1	1	1.48
382	2005-03-03	801050	有色金属	53	23.85	5	3	2.16
383	2005-03-03	801080	电子	48	31.21	6	1	2.32
384	2005-03-03	801110	家用电器	17	25.4	1	3	1.46
385	2005-03-03	801120	食品饮料	41	30.0	7	3	1.85
386	2005-03-03	801130	纺织服装	22	23.85	6	1	2.34
387	2005-03-03	801140	轻工制造	31	24.05	6	2	1.87
388	2005-03-03	801150	医药生物	112	29.62	21	12	2.15
389	2005-03-03	801160	公用事业	90	25.43	13	3	1.86
390	2005-03-03	801170	交通运输	56	25.42	5	0	2.2
391	2005-03-03	801180	房地产	113	25.99	21	10	1.96
392	2005-03-03	801200	商业贸易	64	27.72	9	8	1.98
393	2005-03-03	801210	休闲服务	20	33.6	3	2	2.23
394	2005-03-03	801230	综合	27	35.42	0	5	2.79
395	2005-03-03	801710	建筑材料	25	21.97	4	2	1.8
396	2005-03-03	801720	建筑装饰	25	24.51	6	3	1.94
397	2005-03-03	801730	电气设备	37	27.25	4	3	2.49
398	2005-03-03	801740	国防军工	32	35.66	5	4	1.9
399	2005-03-03	801750	计算机	29	35.46	4	2	2.68
400	2005-03-03	801760	传媒	44	38.67	12	4	2.28
401	2005-03-03	801770	通信	25	33.37	2	2	1.9
402	2005-03-03	801780	银行	5	18.74	0	0	2.4
403	2005-03-03	801790	非银金融	38	27.21	8	6	2.17
404	2005-03-03	801880	汽车	54	18.99	10	5	2.17
405	2005-03-03	801890	机械设备	62	23.81	4	4	1.88
406	2005-03-04	801003	申万A指	1262	25.24	184	97	2.02
407	2005-03-04	801010	农林牧渔	35	26.43	6	1	1.82
408	2005-03-04	801020	采掘	37	24.51	4	1	2.25
409	2005-03-04	801030	化工	97	24.71	11	8	1.86
410	2005-03-04	801040	钢铁	23	8.28	1	1	1.46
411	2005-03-04	801050	有色金属	53	23.42	5	3	2.14
412	2005-03-04	801080	电子	48	30.93	6	1	2.3
413	2005-03-04	801110	家用电器	17	25.28	1	3	1.45
414	2005-03-04	801120	食品饮料	41	29.85	7	3	1.84
415	2005-03-04	801130	纺织服装	22	23.67	6	1	2.33
416	2005-03-04	801140	轻工制造	31	23.91	6	2	1.86
417	2005-03-04	801150	医药生物	112	29.69	21	11	2.14
418	2005-03-04	801160	公用事业	90	25.65	13	3	1.86
419	2005-03-04	801170	交通运输	56	25.3	5	0	2.18
420	2005-03-04	801180	房地产	113	25.73	21	10	1.94
421	2005-03-04	801200	商业贸易	64	27.41	9	8	1.96
422	2005-03-04	801210	休闲服务	20	33.62	3	2	2.22
423	2005-03-04	801230	综合	27	34.95	0	5	2.77
424	2005-03-04	801710	建筑材料	25	21.77	4	2	1.78
425	2005-03-04	801720	建筑装饰	25	24.2	6	3	1.91
426	2005-03-04	801730	电气设备	37	27.38	4	3	2.46
427	2005-03-04	801740	国防军工	32	35.35	5	4	1.89
428	2005-03-04	801750	计算机	29	35.36	4	2	2.66
429	2005-03-04	801760	传媒	44	38.37	12	4	2.26
430	2005-03-04	801770	通信	25	32.73	2	2	1.88
431	2005-03-04	801780	银行	5	18.6	0	0	2.38
432	2005-03-04	801790	非银金融	38	27.16	8	6	2.16
433	2005-03-04	801880	汽车	54	18.88	10	5	2.15
434	2005-03-04	801890	机械设备	62	23.73	4	3	1.86
435	2005-03-07	801003	申万A指	1262	25.34	181	100	2.02
436	2005-03-07	801010	农林牧渔	35	26.73	6	1	1.84
437	2005-03-07	801020	采掘	37	24.6	4	1	2.25
438	2005-03-07	801030	化工	97	25.19	11	7	1.88
439	2005-03-07	801040	钢铁	23	8.31	1	1	1.47
440	2005-03-07	801050	有色金属	53	23.51	5	3	2.15
441	2005-03-07	801080	电子	48	31.2	6	1	2.31
442	2005-03-07	801110	家用电器	17	25.46	1	3	1.46
443	2005-03-07	801120	食品饮料	41	30.01	7	3	1.85
444	2005-03-07	801130	纺织服装	22	23.76	6	1	2.32
445	2005-03-07	801140	轻工制造	31	24.06	5	3	1.87
446	2005-03-07	801150	医药生物	112	29.72	20	12	2.14
447	2005-03-07	801160	公用事业	90	25.6	13	3	1.86
448	2005-03-07	801170	交通运输	56	25.5	5	0	2.2
449	2005-03-07	801180	房地产	113	25.69	21	10	1.94
450	2005-03-07	801200	商业贸易	64	27.58	9	8	1.97
451	2005-03-07	801210	休闲服务	20	33.39	3	2	2.21
