sw1_code	sw1_name	weight
801030	化工I	2.155
801080	电子I	2.217
801110	家用电器I	2.374
801120	食品饮料I	8.31
801140	轻工制造I	2.745
801150	医药生物I	39.579
801200	商业贸易I	1.001
801210	休闲服务I	4.588
801720	建筑装饰I	1.132
801730	电气设备I	1.342
801750	计算机I	4.274
801760	传媒I	16.323
801770	通信I	2.181
801790	非银金融I	8.81
801890	机械设备I	2.968
