sw1_code	sw1_name	weight
801020	采掘	1.476
801030	化工	2.522
801050	有色金属	1.139
801080	电子	2.412
801110	家用电器	1.293
801120	食品饮料	16.784
801150	医药生物	7.799
801170	交通运输	1.308
801180	房地产	1.781
801210	休闲服务	3.408
801710	建筑材料	2.076
801720	建筑装饰	2.266
801730	电气设备	3.101
801740	国防军工	0.62
801750	计算机	0.972
801770	通信	0.707
801780	银行	20.689
801790	非银金融	26.296
801880	汽车	1.05
801890	机械设备	2.301
