sw1_code	sw1_name	weight
801010	农林牧渔	1.932
801020	采掘	1.646
801030	化工	7.148
801040	钢铁	9.933
801050	有色金属	1.614
801080	电子	3.993
801110	家用电器	4.224
801120	食品饮料	4.837
801130	纺织服装	4.128
801140	轻工制造	0.996
801150	医药生物	0.818
801160	公用事业	3.876
801170	交通运输	11.173
801180	房地产	13.493
801200	商业贸易	0.575
801710	建筑材料	6.823
801720	建筑装饰	0.501
801730	电气设备	2.828
801760	传媒	0.873
801780	银行	7.929
801790	非银金融	0.368
801880	汽车	5.606
801890	机械设备	4.677
