code	display_name	weight	sw1_code	sw1_name
002233.XSHE	塔牌集团	0.419	801710	建筑材料
002236.XSHE	大华股份	0.461	801080	电子
002241.XSHE	歌尔股份	0.856	801080	电子
002244.XSHE	滨江集团	0.38	801180	房地产
002294.XSHE	信立泰	0.33	801150	医药生物
002299.XSHE	圣农发展	0.377	801010	农林牧渔
002304.XSHE	洋河股份	1.351	801120	食品饮料
002311.XSHE	海大集团	0.513	801010	农林牧渔
002352.XSHE	顺丰控股	0.752	801170	交通运输
002385.XSHE	大北农	0.462	801010	农林牧渔
002415.XSHE	海康威视	1.566	801080	电子
002416.XSHE	爱施德	0.414	801200	商业贸易
002419.XSHE	天虹股份	0.229	801200	商业贸易
002422.XSHE	科伦药业	0.355	801150	医药生物
002456.XSHE	欧菲光	0.442	801080	电子
002475.XSHE	立讯精密	0.698	801080	电子
002493.XSHE	荣盛石化	0.471	801030	化工
002563.XSHE	森马服饰	0.216	801130	纺织服装
002594.XSHE	比亚迪	1.131	801880	汽车
002601.XSHE	龙蟒佰利	0.706	801030	化工
002714.XSHE	牧原股份	0.385	801010	农林牧渔
002736.XSHE	国信证券	0.883	801790	非银金融
002936.XSHE	郑州银行	0.274	801780	银行
002938.XSHE	鹏鼎控股	0.085	801080	电子
002958.XSHE	青农商行	0.365	801780	银行
002966.XSHE	苏州银行	0.061	801780	银行
003816.XSHE	中国广核	0.309	801160	公用事业
300070.XSHE	碧水源	0.332	801160	公用事业
300226.XSHE	上海钢联	0.606	801760	传媒
300433.XSHE	蓝思科技	0.406	801080	电子
300498.XSHE	温氏股份	2.37	801010	农林牧渔
300741.XSHE	华宝股份	0.195	801120	食品饮料
300750.XSHE	宁德时代	0.7	801730	电气设备
300760.XSHE	迈瑞医疗	0.242	801150	医药生物
