code	display_name	weight	sw1_code	sw1_name
000001.XSHE	平安银行	3.545	801780	银行
000002.XSHE	万科A	7.61	801180	房地产
000027.XSHE	深圳能源	0.342	801160	公用事业
000028.XSHE	国药一致	0.261	801150	医药生物
000031.XSHE	大悦城	0.213	801180	房地产
000034.XSHE	神州数码	0.368	801750	计算机
000039.XSHE	中集集团	0.632	801890	机械设备
000046.XSHE	泛海控股	0.284	801180	房地产
000050.XSHE	深天马A	0.368	801080	电子
000059.XSHE	华锦股份	0.465	801030	化工
000060.XSHE	中金岭南	0.407	801050	有色金属
000063.XSHE	中兴通讯	0.935	801770	通信
000066.XSHE	中国长城	0.413	801750	计算机
000069.XSHE	华侨城A	1.609	801180	房地产
000100.XSHE	TCL科技	2.499	801080	电子
000157.XSHE	中联重科	1.139	801890	机械设备
000166.XSHE	申万宏源	1.097	801790	非银金融
000333.XSHE	美的集团	5.957	801110	家用电器
000338.XSHE	潍柴动力	2.586	801880	汽车
000401.XSHE	冀东水泥	0.508	801710	建筑材料
000402.XSHE	金融街	0.558	801180	房地产
000413.XSHE	东旭光电	0.522	801080	电子
000415.XSHE	渤海租赁	0.576	801790	非银金融
000423.XSHE	东阿阿胶	0.456	801150	医药生物
000425.XSHE	徐工机械	0.56	801890	机械设备
000488.XSHE	晨鸣纸业	0.588	801140	轻工制造
000537.XSHE	广宇发展	0.173	801180	房地产
000538.XSHE	云南白药	0.7	801150	医药生物
000540.XSHE	中天金融	0.509	801180	房地产
000543.XSHE	皖能电力	0.261	801160	公用事业
000550.XSHE	江铃汽车	0.248	801880	汽车
000553.XSHE	安道麦A	0.094	801030	化工
000568.XSHE	泸州老窖	0.799	801120	食品饮料
000581.XSHE	威孚高科	0.444	801880	汽车
000600.XSHE	建投能源	0.284	801160	公用事业
000623.XSHE	吉林敖东	0.438	801150	医药生物
000625.XSHE	长安汽车	1.042	801880	汽车
000627.XSHE	天茂集团	0.33	801790	非银金融
000630.XSHE	铜陵有色	0.952	801050	有色金属
000651.XSHE	格力电器	6.079	801110	家用电器
000656.XSHE	金科股份	0.595	801180	房地产
000671.XSHE	阳光城	0.423	801180	房地产
000703.XSHE	恒逸石化	0.596	801030	化工
000708.XSHE	中信特钢	0.083	801040	钢铁
000709.XSHE	河钢股份	1.042	801040	钢铁
000725.XSHE	京东方A	2.457	801080	电子
000728.XSHE	国元证券	0.523	801790	非银金融
000732.XSHE	泰禾集团	0.356	801180	房地产
000768.XSHE	中航飞机	0.414	801740	国防军工
000776.XSHE	广发证券	1.464	801790	非银金融
000778.XSHE	新兴铸管	0.633	801040	钢铁
000783.XSHE	长江证券	0.852	801790	非银金融
000786.XSHE	北新建材	0.454	801710	建筑材料
000825.XSHE	太钢不锈	0.629	801040	钢铁
000830.XSHE	鲁西化工	0.672	801030	化工
000858.XSHE	五粮液	2.729	801120	食品饮料
000876.XSHE	新希望	0.948	801010	农林牧渔
000878.XSHE	云南铜业	0.583	801050	有色金属
000895.XSHE	双汇发展	1.393	801120	食品饮料
000898.XSHE	鞍钢股份	0.562	801040	钢铁
000932.XSHE	华菱钢铁	0.488	801040	钢铁
000938.XSHE	紫光股份	0.45	801750	计算机
000951.XSHE	中国重汽	0.295	801880	汽车
000960.XSHE	锡业股份	0.382	801050	有色金属
000961.XSHE	中南建设	0.47	801180	房地产
000963.XSHE	华东医药	0.517	801150	医药生物
000983.XSHE	西山煤电	0.468	801020	采掘
000999.XSHE	华润三九	0.219	801150	医药生物
001979.XSHE	招商蛇口	1.901	801180	房地产
002001.XSHE	新和成	0.499	801150	医药生物
002024.XSHE	苏宁易购	1.615	801200	商业贸易
002027.XSHE	分众传媒	1.024	801760	传媒
002032.XSHE	苏泊尔	0.156	801110	家用电器
002078.XSHE	太阳纸业	0.485	801140	轻工制造
002081.XSHE	金螳螂	0.394	801720	建筑装饰
002091.XSHE	江苏国泰	0.37	801200	商业贸易
002092.XSHE	中泰化学	0.885	801030	化工
002110.XSHE	三钢闽光	0.682	801040	钢铁
002120.XSHE	韵达股份	0.19	801170	交通运输
002128.XSHE	露天煤业	0.274	801020	采掘
002142.XSHE	宁波银行	1.493	801780	银行
002146.XSHE	荣盛发展	0.841	801180	房地产
002183.XSHE	怡亚通	0.587	801170	交通运输
002202.XSHE	金风科技	1.094	801730	电气设备
002203.XSHE	海亮股份	0.233	801050	有色金属
002221.XSHE	东华能源	0.385	801030	化工
