code	display_name	weight	sw1_code	sw1_name
000001.XSHE	平安银行	4.111	801780	银行
000002.XSHE	万科A	8.102	801180	房地产
000027.XSHE	深圳能源	0.329	801160	公用事业
000028.XSHE	国药一致	0.247	801150	医药生物
000031.XSHE	大悦城	0.184	801180	房地产
000034.XSHE	神州数码	0.398	801750	计算机
000039.XSHE	中集集团	0.693	801890	机械设备
000046.XSHE	泛海控股	0.291	801180	房地产
000050.XSHE	深天马A	0.317	801080	电子
000059.XSHE	华锦股份	0.441	801030	化工
000060.XSHE	中金岭南	0.363	801050	有色金属
000063.XSHE	中兴通讯	0.806	801770	通信
000066.XSHE	中国长城	0.369	801750	计算机
000069.XSHE	华侨城A	1.552	801180	房地产
000100.XSHE	TCL科技	2.504	801080	电子
000157.XSHE	中联重科	1.14	801890	机械设备
000166.XSHE	申万宏源	1.019	801790	非银金融
000333.XSHE	美的集团	6.147	801110	家用电器
000338.XSHE	潍柴动力	2.459	801880	汽车
000401.XSHE	冀东水泥	0.419	801710	建筑材料
000402.XSHE	金融街	0.538	801180	房地产
000413.XSHE	东旭光电	0.576	801080	电子
000415.XSHE	渤海租赁	0.534	801790	非银金融
000423.XSHE	东阿阿胶	0.453	801150	医药生物
000425.XSHE	徐工机械	0.499	801890	机械设备
000488.XSHE	晨鸣纸业	0.572	801140	轻工制造
000537.XSHE	广宇发展	0.142	801180	房地产
000538.XSHE	云南白药	0.664	801150	医药生物
000540.XSHE	中天金融	0.485	801180	房地产
000543.XSHE	皖能电力	0.266	801160	公用事业
000550.XSHE	江铃汽车	0.283	801880	汽车
000553.XSHE	安道麦A	0.088	801030	化工
000568.XSHE	泸州老窖	0.992	801120	食品饮料
000581.XSHE	威孚高科	0.516	801880	汽车
000600.XSHE	建投能源	0.261	801160	公用事业
000623.XSHE	吉林敖东	0.43	801150	医药生物
000625.XSHE	长安汽车	1.289	801880	汽车
000627.XSHE	天茂集团	0.31	801790	非银金融
000630.XSHE	铜陵有色	0.95	801050	有色金属
000651.XSHE	格力电器	5.806	801110	家用电器
000656.XSHE	金科股份	0.631	801180	房地产
000671.XSHE	阳光城	0.455	801180	房地产
000703.XSHE	恒逸石化	0.622	801030	化工
000708.XSHE	中信特钢	0.072	801040	钢铁
000709.XSHE	河钢股份	1.001	801040	钢铁
000725.XSHE	京东方A	2.634	801080	电子
000728.XSHE	国元证券	0.614	801790	非银金融
000732.XSHE	泰禾集团	0.264	801180	房地产
000768.XSHE	中航飞机	0.41	801740	国防军工
000776.XSHE	广发证券	1.51	801790	非银金融
000778.XSHE	新兴铸管	0.623	801040	钢铁
000783.XSHE	长江证券	0.806	801790	非银金融
000786.XSHE	北新建材	0.465	801710	建筑材料
000825.XSHE	太钢不锈	0.663	801040	钢铁
000830.XSHE	鲁西化工	0.548	801030	化工
000858.XSHE	五粮液	2.828	801120	食品饮料
000876.XSHE	新希望	0.823	801010	农林牧渔
000878.XSHE	云南铜业	0.551	801050	有色金属
000895.XSHE	双汇发展	1.376	801120	食品饮料
000898.XSHE	鞍钢股份	0.552	801040	钢铁
000932.XSHE	华菱钢铁	0.56	801040	钢铁
000938.XSHE	紫光股份	0.373	801750	计算机
000951.XSHE	中国重汽	0.271	801880	汽车
000960.XSHE	锡业股份	0.336	801050	有色金属
000961.XSHE	中南建设	0.465	801180	房地产
000963.XSHE	华东医药	0.468	801150	医药生物
000983.XSHE	西山煤电	0.493	801020	采掘
000999.XSHE	华润三九	0.189	801150	医药生物
001979.XSHE	招商蛇口	1.722	801180	房地产
002001.XSHE	新和成	0.515	801150	医药生物
002024.XSHE	苏宁易购	1.453	801200	商业贸易
002027.XSHE	分众传媒	1.39	801760	传媒
002032.XSHE	苏泊尔	0.148	801110	家用电器
002078.XSHE	太阳纸业	0.55	801140	轻工制造
002081.XSHE	金螳螂	0.433	801720	建筑装饰
002091.XSHE	江苏国泰	0.322	801200	商业贸易
002092.XSHE	中泰化学	0.812	801030	化工
002110.XSHE	三钢闽光	0.64	801040	钢铁
002120.XSHE	韵达股份	0.151	801170	交通运输
002128.XSHE	露天煤业	0.232	801020	采掘
002142.XSHE	宁波银行	1.654	801780	银行
002146.XSHE	荣盛发展	0.796	801180	房地产
002183.XSHE	怡亚通	0.509	801170	交通运输
002202.XSHE	金风科技	0.878	801730	电气设备
002203.XSHE	海亮股份	0.205	801050	有色金属
002221.XSHE	东华能源	0.346	801030	化工
002233.XSHE	塔牌集团	0.379	801710	建筑材料
002236.XSHE	大华股份	0.453	801080	电子
002241.XSHE	歌尔股份	0.827	801080	电子
002244.XSHE	滨江集团	0.392	801180	房地产
002294.XSHE	信立泰	0.334	801150	医药生物
002299.XSHE	圣农发展	0.293	801010	农林牧渔
002304.XSHE	洋河股份	1.275	801120	食品饮料
002311.XSHE	海大集团	0.502	801010	农林牧渔
002352.XSHE	顺丰控股	0.878	801170	交通运输
002385.XSHE	大北农	0.39	801010	农林牧渔
002415.XSHE	海康威视	1.645	801080	电子
002416.XSHE	爱施德	0.344	801200	商业贸易
002419.XSHE	天虹股份	0.193	801200	商业贸易
002422.XSHE	科伦药业	0.358	801150	医药生物
002456.XSHE	欧菲光	0.334	801080	电子
002475.XSHE	立讯精密	0.694	801080	电子
002493.XSHE	荣盛石化	0.54	801030	化工
002563.XSHE	森马服饰	0.238	801130	纺织服装
002594.XSHE	比亚迪	1.57	801880	汽车
002601.XSHE	龙蟒佰利	0.711	801030	化工
002714.XSHE	牧原股份	0.317	801010	农林牧渔
002736.XSHE	国信证券	1.075	801790	非银金融
002936.XSHE	郑州银行	0.284	801780	银行
002938.XSHE	鹏鼎控股	0.097	801080	电子
002958.XSHE	青农商行	0.333	801780	银行
002966.XSHE	苏州银行	0.056	801780	银行
003816.XSHE	中国广核	0.296	801160	公用事业
300070.XSHE	碧水源	0.343	801160	公用事业
300226.XSHE	上海钢联	0.529	801760	传媒
300433.XSHE	蓝思科技	0.405	801080	电子
300498.XSHE	温氏股份	1.989	801010	农林牧渔
300741.XSHE	华宝股份	0.181	801120	食品饮料
300750.XSHE	宁德时代	0.594	801730	电气设备
300760.XSHE	迈瑞医疗	0.248	801150	医药生物
