code	display_name	date	weight	sw1_code	sw1_name
000008.XSHE	神州高铁	2020-08-14	0.107	801890	机械设备I
000009.XSHE	中国宝安	2020-08-14	0.392	801230	综合I
000012.XSHE	南玻A	2020-08-14	0.153	801710	建筑材料I
000021.XSHE	深科技	2020-08-14	0.337	801080	电子I
000025.XSHE	特力A	2020-08-14	0.045	801880	汽车I
000027.XSHE	深圳能源	2020-08-14	0.147	801160	公用事业I
000028.XSHE	国药一致	2020-08-14	0.135	801150	医药生物I
000031.XSHE	大悦城	2020-08-14	0.128	801180	房地产I
000039.XSHE	中集集团	2020-08-14	0.161	801890	机械设备I
000046.XSHE	泛海控股	2020-08-14	0.119	801180	房地产I
000050.XSHE	深天马A	2020-08-14	0.312	801080	电子I
000060.XSHE	中金岭南	2020-08-14	0.212	801050	有色金属I
000061.XSHE	农产品	2020-08-14	0.104	801200	商业贸易I
000062.XSHE	深圳华强	2020-08-14	0.092	801080	电子I
000078.XSHE	海王生物	2020-08-14	0.154	801150	医药生物I
000089.XSHE	深圳机场	2020-08-14	0.186	801170	交通运输I
000090.XSHE	天健集团	2020-08-14	0.203	801180	房地产I
000156.XSHE	华数传媒	2020-08-14	0.116	801760	传媒I
000158.XSHE	常山北明	2020-08-14	0.165	801750	计算机I
000301.XSHE	东方盛虹	2020-08-14	0.103	801030	化工I
000400.XSHE	许继电气	2020-08-14	0.176	801730	电气设备I
000401.XSHE	冀东水泥	2020-08-14	0.328	801710	建筑材料I
000402.XSHE	金融街	2020-08-14	0.15	801180	房地产I
000415.XSHE	渤海租赁	2020-08-14	0.138	801790	非银金融I
000488.XSHE	晨鸣纸业	2020-08-14	0.132	801140	轻工制造I
000501.XSHE	鄂武商A	2020-08-14	0.21	801200	商业贸易I
000513.XSHE	丽珠集团	2020-08-14	0.367	801150	医药生物I
000519.XSHE	中兵红箭	2020-08-14	0.142	801740	国防军工I
000528.XSHE	柳工	2020-08-14	0.135	801890	机械设备I
000537.XSHE	广宇发展	2020-08-14	0.084	801180	房地产I
000543.XSHE	皖能电力	2020-08-14	0.085	801160	公用事业I
000547.XSHE	航天发展	2020-08-14	0.413	801740	国防军工I
000553.XSHE	安道麦A	2020-08-14	0.076	801030	化工I
000559.XSHE	万向钱潮	2020-08-14	0.153	801880	汽车I
000563.XSHE	陕国投A	2020-08-14	0.144	801790	非银金融I
000564.XSHE	供销大集	2020-08-14	0.19	801200	商业贸易I
000581.XSHE	威孚高科	2020-08-14	0.234	801880	汽车I
000598.XSHE	兴蓉环境	2020-08-14	0.166	801160	公用事业I
000600.XSHE	建投能源	2020-08-14	0.072	801160	公用事业I
000623.XSHE	吉林敖东	2020-08-14	0.293	801150	医药生物I
000629.XSHE	攀钢钒钛	2020-08-14	0.172	801020	采掘I
000630.XSHE	铜陵有色	2020-08-14	0.305	801050	有色金属I
000636.XSHE	风华高科	2020-08-14	0.471	801080	电子I
000681.XSHE	视觉中国	2020-08-14	0.131	801760	传媒I
000685.XSHE	中山公用	2020-08-14	0.135	801160	公用事业I
000686.XSHE	东北证券	2020-08-14	0.286	801790	非银金融I
000690.XSHE	宝新能源	2020-08-14	0.203	801160	公用事业I
000712.XSHE	锦龙股份	2020-08-14	0.151	801790	非银金融I
000717.XSHE	韶钢松山	2020-08-14	0.097	801040	钢铁I
000718.XSHE	苏宁环球	2020-08-14	0.095	801180	房地产I
000729.XSHE	燕京啤酒	2020-08-14	0.196	801120	食品饮料I
000732.XSHE	泰禾集团	2020-08-14	0.107	801180	房地产I
000738.XSHE	航发控制	2020-08-14	0.19	801740	国防军工I
000739.XSHE	普洛药业	2020-08-14	0.255	801150	医药生物I
000750.XSHE	国海证券	2020-08-14	0.389	801790	非银金融I
000758.XSHE	中色股份	2020-08-14	0.133	801050	有色金属I
000778.XSHE	新兴铸管	2020-08-14	0.162	801040	钢铁I
000785.XSHE	居然之家	2020-08-14	0.056	801200	商业贸易I
000800.XSHE	一汽解放	2020-08-14	0.226	801880	汽车I
000807.XSHE	云铝股份	2020-08-14	0.192	801050	有色金属I
000813.XSHE	德展健康	2020-08-14	0.113	801150	医药生物I
000825.XSHE	太钢不锈	2020-08-14	0.147	801040	钢铁I
000826.XSHE	启迪环境	2020-08-14	0.106	801160	公用事业I
000830.XSHE	鲁西化工	2020-08-14	0.21	801030	化工I
000848.XSHE	承德露露	2020-08-14	0.097	801120	食品饮料I
000869.XSHE	张裕A	2020-08-14	0.084	801120	食品饮料I
000877.XSHE	天山股份	2020-08-14	0.206	801710	建筑材料I
000878.XSHE	云南铜业	2020-08-14	0.272	801050	有色金属I
000883.XSHE	湖北能源	2020-08-14	0.134	801160	公用事业I
000887.XSHE	中鼎股份	2020-08-14	0.125	801880	汽车I
000898.XSHE	鞍钢股份	2020-08-14	0.117	801040	钢铁I
000930.XSHE	中粮科技	2020-08-14	0.162	801010	农林牧渔I
000932.XSHE	华菱钢铁	2020-08-14	0.15	801040	钢铁I
000937.XSHE	冀中能源	2020-08-14	0.068	801020	采掘I
000959.XSHE	首钢股份	2020-08-14	0.126	801040	钢铁I
000960.XSHE	锡业股份	2020-08-14	0.188	801050	有色金属I
000967.XSHE	盈峰环境	2020-08-14	0.174	801160	公用事业I
000970.XSHE	中科三环	2020-08-14	0.156	801050	有色金属I
000975.XSHE	银泰黄金	2020-08-14	0.406	801050	有色金属I
000983.XSHE	西山煤电	2020-08-14	0.157	801020	采掘I
000987.XSHE	越秀金控	2020-08-14	0.227	801790	非银金融I
000988.XSHE	华工科技	2020-08-14	0.341	801080	电子I
000990.XSHE	诚志股份	2020-08-14	0.114	801030	化工I
000997.XSHE	新大陆	2020-08-14	0.231	801750	计算机I
000998.XSHE	隆平高科	2020-08-14	0.298	801010	农林牧渔I
000999.XSHE	华润三九	2020-08-14	0.215	801150	医药生物I
001872.XSHE	招商港口	2020-08-14	0.032	801170	交通运输I
001914.XSHE	招商积余	2020-08-14	0.26	801180	房地产I
002002.XSHE	鸿达兴业	2020-08-14	0.111	801030	化工I
002004.XSHE	华邦健康	2020-08-14	0.161	801030	化工I
002010.XSHE	传化智联	2020-08-14	0.136	801170	交通运输I
002013.XSHE	中航机电	2020-08-14	0.336	801740	国防军工I
002019.XSHE	亿帆医药	2020-08-14	0.398	801150	医药生物I
002028.XSHE	思源电气	2020-08-14	0.312	801730	电气设备I
002030.XSHE	达安基因	2020-08-14	0.483	801150	医药生物I
002038.XSHE	双鹭药业	2020-08-14	0.156	801150	医药生物I
002048.XSHE	宁波华翔	2020-08-14	0.15	801880	汽车I
002051.XSHE	中工国际	2020-08-14	0.072	801720	建筑装饰I
002056.XSHE	横店东磁	2020-08-14	0.176	801050	有色金属I
002064.XSHE	华峰氨纶	2020-08-14	0.171	801030	化工I
002074.XSHE	国轩高科	2020-08-14	0.385	801730	电气设备I
002075.XSHE	沙钢股份	2020-08-14	0.346	801040	钢铁I
002078.XSHE	太阳纸业	2020-08-14	0.358	801140	轻工制造I
002080.XSHE	中材科技	2020-08-14	0.254	801030	化工I
002081.XSHE	金螳螂	2020-08-14	0.219	801720	建筑装饰I
002085.XSHE	万丰奥威	2020-08-14	0.165	801880	汽车I
002092.XSHE	中泰化学	2020-08-14	0.176	801030	化工I
002093.XSHE	国脉科技	2020-08-14	0.083	801770	通信I
002110.XSHE	三钢闽光	2020-08-14	0.158	801040	钢铁I
002118.XSHE	紫鑫药业	2020-08-14	0.066	801150	医药生物I
002124.XSHE	天邦股份	2020-08-14	0.276	801010	农林牧渔I
002127.XSHE	南极电商	2020-08-14	0.611	801200	商业贸易I
002128.XSHE	露天煤业	2020-08-14	0.123	801020	采掘I
002131.XSHE	利欧股份	2020-08-14	0.436	801760	传媒I
002138.XSHE	顺络电子	2020-08-14	0.32	801080	电子I
002152.XSHE	广电运通	2020-08-14	0.315	801750	计算机I
002155.XSHE	湖南黄金	2020-08-14	0.149	801050	有色金属I
002156.XSHE	通富微电	2020-08-14	0.338	801080	电子I
002174.XSHE	游族网络	2020-08-14	0.251	801760	传媒I
002183.XSHE	怡亚通	2020-08-14	0.156	801170	交通运输I
002185.XSHE	华天科技	2020-08-14	0.658	801080	电子I
002191.XSHE	劲嘉股份	2020-08-14	0.183	801140	轻工制造I
002195.XSHE	二三四五	2020-08-14	0.321	801750	计算机I
002203.XSHE	海亮股份	2020-08-14	0.157	801050	有色金属I
002212.XSHE	南洋股份	2020-08-14	0.346	801750	计算机I
002217.XSHE	合力泰	2020-08-14	0.179	801080	电子I
002221.XSHE	东华能源	2020-08-14	0.206	801030	化工I
002223.XSHE	鱼跃医疗	2020-08-14	0.402	801150	医药生物I
002233.XSHE	塔牌集团	2020-08-14	0.203	801710	建筑材料I
002242.XSHE	九阳股份	2020-08-14	0.218	801110	家用电器I
002244.XSHE	滨江集团	2020-08-14	0.133	801180	房地产I
002249.XSHE	大洋电机	2020-08-14	0.102	801730	电气设备I
002250.XSHE	联化科技	2020-08-14	0.356	801030	化工I
002266.XSHE	浙富控股	2020-08-14	0.164	801730	电气设备I
002268.XSHE	卫士通	2020-08-14	0.233	801750	计算机I
002273.XSHE	水晶光电	2020-08-14	0.355	801080	电子I
002281.XSHE	光迅科技	2020-08-14	0.238	801770	通信I
002285.XSHE	世联行	2020-08-14	0.089	801180	房地产I
002294.XSHE	信立泰	2020-08-14	0.264	801150	医药生物I
002302.XSHE	西部建设	2020-08-14	0.096	801710	建筑材料I
002317.XSHE	众生药业	2020-08-14	0.194	801150	医药生物I
002340.XSHE	格林美	2020-08-14	0.372	801050	有色金属I
002353.XSHE	杰瑞股份	2020-08-14	0.327	801890	机械设备I
002368.XSHE	太极股份	2020-08-14	0.205	801750	计算机I
002372.XSHE	伟星新材	2020-08-14	0.156	801710	建筑材料I
002373.XSHE	千方科技	2020-08-14	0.317	801750	计算机I
002375.XSHE	亚厦股份	2020-08-14	0.187	801720	建筑装饰I
002382.XSHE	蓝帆医疗	2020-08-14	0.273	801150	医药生物I
