sw1_code	sw1_name	weight
801030	化工I	5.558
801050	有色金属I	6.922
801080	电子I	9.167
801160	公用事业I	25.123
801230	综合I	0.957
801710	建筑材料I	1.327
801720	建筑装饰I	3.355
801730	电气设备I	36.103
801740	国防军工I	0.995
801750	计算机I	1.691
801770	通信I	1.697
801890	机械设备I	7.111
