sw1_code	sw1_name	weight
801010	农林牧渔I	25.303
801030	化工I	1.917
801120	食品饮料I	65.488
801140	轻工制造I	0.697
801150	医药生物I	0.106
801200	商业贸易I	3.125
801210	休闲服务I	0.089
801230	综合I	0.575
801730	电气设备I	2.6
801760	传媒I	0.094
