sw1_code	sw1_name	weight
801010	农林牧渔	4.5834
801030	化工	2.6934
801050	有色金属	0.6265
801080	电子	10.9154
801120	食品饮料	1.1019
801140	轻工制造	0.1665
801150	医药生物	32.6027
801160	公用事业	0.5237
801210	休闲服务	0.9922
801230	综合	1.2172
801730	电气设备	13.3596
801740	国防军工	0.6634
801750	计算机	11.4032
801760	传媒	6.6985
801770	通信	3.2564
801790	非银金融	6.1645
801890	机械设备	3.0314
