sw1_code	sw1_name	weight
801010	农林牧渔	3.582
801020	采掘	0.628
801030	化工	3.419
801040	钢铁	5.237
801050	有色金属	1.21
801080	电子	10.165
801110	家用电器	15.228
801120	食品饮料	8.244
801150	医药生物	1.443
801160	公用事业	0.796
801170	交通运输	1.119
801180	房地产	18.535
801200	商业贸易	1.852
801730	电气设备	1.875
801750	计算机	0.475
801760	传媒	1.771
801770	通信	1.027
801780	银行	7.345
801790	非银金融	6.3
801880	汽车	6.777
801890	机械设备	2.972
