code	display_name	date	weight	sw1_code	sw1_name
000008.XSHE	神州高铁	2020-08-16	0.107	801890	机械设备
000009.XSHE	中国宝安	2020-08-16	0.392	801230	综合
000012.XSHE	南玻A	2020-08-16	0.153	801710	建筑材料
000021.XSHE	深科技	2020-08-16	0.337	801080	电子
000025.XSHE	特力A	2020-08-16	0.045	801880	汽车
000027.XSHE	深圳能源	2020-08-16	0.147	801160	公用事业
000028.XSHE	国药一致	2020-08-16	0.135	801150	医药生物
000031.XSHE	大悦城	2020-08-16	0.128	801180	房地产
000039.XSHE	中集集团	2020-08-16	0.161	801890	机械设备
000046.XSHE	泛海控股	2020-08-16	0.119	801180	房地产
000050.XSHE	深天马A	2020-08-16	0.312	801080	电子
000060.XSHE	中金岭南	2020-08-16	0.212	801050	有色金属
000061.XSHE	农产品	2020-08-16	0.104	801200	商业贸易
000062.XSHE	深圳华强	2020-08-16	0.092	801080	电子
000078.XSHE	海王生物	2020-08-16	0.154	801150	医药生物
000089.XSHE	深圳机场	2020-08-16	0.186	801170	交通运输
000090.XSHE	天健集团	2020-08-16	0.203	801180	房地产
000156.XSHE	华数传媒	2020-08-16	0.116	801760	传媒
000158.XSHE	常山北明	2020-08-16	0.165	801750	计算机
000301.XSHE	东方盛虹	2020-08-16	0.103	801030	化工
000400.XSHE	许继电气	2020-08-16	0.176	801730	电气设备
000401.XSHE	冀东水泥	2020-08-16	0.328	801710	建筑材料
000402.XSHE	金融街	2020-08-16	0.15	801180	房地产
000415.XSHE	渤海租赁	2020-08-16	0.138	801790	非银金融
000488.XSHE	晨鸣纸业	2020-08-16	0.132	801140	轻工制造
000501.XSHE	鄂武商A	2020-08-16	0.21	801200	商业贸易
000513.XSHE	丽珠集团	2020-08-16	0.367	801150	医药生物
000519.XSHE	中兵红箭	2020-08-16	0.142	801740	国防军工
000528.XSHE	柳工	2020-08-16	0.135	801890	机械设备
000537.XSHE	广宇发展	2020-08-16	0.084	801180	房地产
000543.XSHE	皖能电力	2020-08-16	0.085	801160	公用事业
000547.XSHE	航天发展	2020-08-16	0.413	801740	国防军工
000553.XSHE	安道麦A	2020-08-16	0.076	801030	化工
000559.XSHE	万向钱潮	2020-08-16	0.153	801880	汽车
000563.XSHE	陕国投A	2020-08-16	0.144	801790	非银金融
000564.XSHE	供销大集	2020-08-16	0.19	801200	商业贸易
000581.XSHE	威孚高科	2020-08-16	0.234	801880	汽车
000598.XSHE	兴蓉环境	2020-08-16	0.166	801160	公用事业
000600.XSHE	建投能源	2020-08-16	0.072	801160	公用事业
000623.XSHE	吉林敖东	2020-08-16	0.293	801150	医药生物
000629.XSHE	攀钢钒钛	2020-08-16	0.172	801020	采掘
000630.XSHE	铜陵有色	2020-08-16	0.305	801050	有色金属
000636.XSHE	风华高科	2020-08-16	0.471	801080	电子
000681.XSHE	视觉中国	2020-08-16	0.131	801760	传媒
000685.XSHE	中山公用	2020-08-16	0.135	801160	公用事业
000686.XSHE	东北证券	2020-08-16	0.286	801790	非银金融
000690.XSHE	宝新能源	2020-08-16	0.203	801160	公用事业
000712.XSHE	锦龙股份	2020-08-16	0.151	801790	非银金融
