code	display_name	date	weight	sw1_code	sw1_name
000717.XSHE	韶钢松山	2020-08-16	0.097	801040	钢铁
000718.XSHE	苏宁环球	2020-08-16	0.095	801180	房地产
000729.XSHE	燕京啤酒	2020-08-16	0.196	801120	食品饮料
000732.XSHE	泰禾集团	2020-08-16	0.107	801180	房地产
000738.XSHE	航发控制	2020-08-16	0.19	801740	国防军工
000739.XSHE	普洛药业	2020-08-16	0.255	801150	医药生物
000750.XSHE	国海证券	2020-08-16	0.389	801790	非银金融
000758.XSHE	中色股份	2020-08-16	0.133	801050	有色金属
000778.XSHE	新兴铸管	2020-08-16	0.162	801040	钢铁
000785.XSHE	居然之家	2020-08-16	0.056	801200	商业贸易
000800.XSHE	一汽解放	2020-08-16	0.226	801880	汽车
000807.XSHE	云铝股份	2020-08-16	0.192	801050	有色金属
000813.XSHE	德展健康	2020-08-16	0.113	801150	医药生物
000825.XSHE	太钢不锈	2020-08-16	0.147	801040	钢铁
000826.XSHE	启迪环境	2020-08-16	0.106	801160	公用事业
000830.XSHE	鲁西化工	2020-08-16	0.21	801030	化工
000848.XSHE	承德露露	2020-08-16	0.097	801120	食品饮料
000869.XSHE	张裕A	2020-08-16	0.084	801120	食品饮料
000877.XSHE	天山股份	2020-08-16	0.206	801710	建筑材料
000878.XSHE	云南铜业	2020-08-16	0.272	801050	有色金属
000883.XSHE	湖北能源	2020-08-16	0.134	801160	公用事业
000887.XSHE	中鼎股份	2020-08-16	0.125	801880	汽车
000898.XSHE	鞍钢股份	2020-08-16	0.117	801040	钢铁
000930.XSHE	中粮科技	2020-08-16	0.162	801010	农林牧渔
000932.XSHE	华菱钢铁	2020-08-16	0.15	801040	钢铁
000937.XSHE	冀中能源	2020-08-16	0.068	801020	采掘
000959.XSHE	首钢股份	2020-08-16	0.126	801040	钢铁
000960.XSHE	锡业股份	2020-08-16	0.188	801050	有色金属
000967.XSHE	盈峰环境	2020-08-16	0.174	801160	公用事业
000970.XSHE	中科三环	2020-08-16	0.156	801050	有色金属
000975.XSHE	银泰黄金	2020-08-16	0.406	801050	有色金属
000983.XSHE	西山煤电	2020-08-16	0.157	801020	采掘
000987.XSHE	越秀金控	2020-08-16	0.227	801790	非银金融
000988.XSHE	华工科技	2020-08-16	0.341	801080	电子
000990.XSHE	诚志股份	2020-08-16	0.114	801030	化工
000997.XSHE	新大陆	2020-08-16	0.231	801750	计算机
000998.XSHE	隆平高科	2020-08-16	0.298	801010	农林牧渔
000999.XSHE	华润三九	2020-08-16	0.215	801150	医药生物
001872.XSHE	招商港口	2020-08-16	0.032	801170	交通运输
001914.XSHE	招商积余	2020-08-16	0.26	801180	房地产
002002.XSHE	鸿达兴业	2020-08-16	0.111	801030	化工
002004.XSHE	华邦健康	2020-08-16	0.161	801030	化工
002010.XSHE	传化智联	2020-08-16	0.136	801170	交通运输
002013.XSHE	中航机电	2020-08-16	0.336	801740	国防军工
002019.XSHE	亿帆医药	2020-08-16	0.398	801150	医药生物
002028.XSHE	思源电气	2020-08-16	0.312	801730	电气设备
002030.XSHE	达安基因	2020-08-16	0.483	801150	医药生物
002038.XSHE	双鹭药业	2020-08-16	0.156	801150	医药生物
002048.XSHE	宁波华翔	2020-08-16	0.15	801880	汽车
002051.XSHE	中工国际	2020-08-16	0.072	801720	建筑装饰
002056.XSHE	横店东磁	2020-08-16	0.176	801050	有色金属
002064.XSHE	华峰氨纶	2020-08-16	0.171	801030	化工
002074.XSHE	国轩高科	2020-08-16	0.385	801730	电气设备
002075.XSHE	沙钢股份	2020-08-16	0.346	801040	钢铁
002078.XSHE	太阳纸业	2020-08-16	0.358	801140	轻工制造
002080.XSHE	中材科技	2020-08-16	0.254	801030	化工
002081.XSHE	金螳螂	2020-08-16	0.219	801720	建筑装饰
002085.XSHE	万丰奥威	2020-08-16	0.165	801880	汽车
002092.XSHE	中泰化学	2020-08-16	0.176	801030	化工
002093.XSHE	国脉科技	2020-08-16	0.083	801770	通信
002110.XSHE	三钢闽光	2020-08-16	0.158	801040	钢铁
002118.XSHE	紫鑫药业	2020-08-16	0.066	801150	医药生物
002124.XSHE	天邦股份	2020-08-16	0.276	801010	农林牧渔
002127.XSHE	南极电商	2020-08-16	0.611	801200	商业贸易
002128.XSHE	露天煤业	2020-08-16	0.123	801020	采掘
002131.XSHE	利欧股份	2020-08-16	0.436	801760	传媒
002138.XSHE	顺络电子	2020-08-16	0.32	801080	电子
002152.XSHE	广电运通	2020-08-16	0.315	801750	计算机
002155.XSHE	湖南黄金	2020-08-16	0.149	801050	有色金属
002156.XSHE	通富微电	2020-08-16	0.338	801080	电子
002174.XSHE	游族网络	2020-08-16	0.251	801760	传媒
002183.XSHE	怡亚通	2020-08-16	0.156	801170	交通运输
002185.XSHE	华天科技	2020-08-16	0.658	801080	电子
002191.XSHE	劲嘉股份	2020-08-16	0.183	801140	轻工制造
002195.XSHE	二三四五	2020-08-16	0.321	801750	计算机
002203.XSHE	海亮股份	2020-08-16	0.157	801050	有色金属
002212.XSHE	南洋股份	2020-08-16	0.346	801750	计算机
002217.XSHE	合力泰	2020-08-16	0.179	801080	电子
002221.XSHE	东华能源	2020-08-16	0.206	801030	化工
002223.XSHE	鱼跃医疗	2020-08-16	0.402	801150	医药生物
002233.XSHE	塔牌集团	2020-08-16	0.203	801710	建筑材料
002242.XSHE	九阳股份	2020-08-16	0.218	801110	家用电器
002244.XSHE	滨江集团	2020-08-16	0.133	801180	房地产
002249.XSHE	大洋电机	2020-08-16	0.102	801730	电气设备
002250.XSHE	联化科技	2020-08-16	0.356	801030	化工
002266.XSHE	浙富控股	2020-08-16	0.164	801730	电气设备
002268.XSHE	卫士通	2020-08-16	0.233	801750	计算机
002273.XSHE	水晶光电	2020-08-16	0.355	801080	电子
002281.XSHE	光迅科技	2020-08-16	0.238	801770	通信
002285.XSHE	世联行	2020-08-16	0.089	801180	房地产
002294.XSHE	信立泰	2020-08-16	0.264	801150	医药生物
002302.XSHE	西部建设	2020-08-16	0.096	801710	建筑材料
002317.XSHE	众生药业	2020-08-16	0.194	801150	医药生物
002340.XSHE	格林美	2020-08-16	0.372	801050	有色金属
002353.XSHE	杰瑞股份	2020-08-16	0.327	801890	机械设备
002368.XSHE	太极股份	2020-08-16	0.205	801750	计算机
002372.XSHE	伟星新材	2020-08-16	0.156	801710	建筑材料
002373.XSHE	千方科技	2020-08-16	0.317	801750	计算机
002375.XSHE	亚厦股份	2020-08-16	0.187	801720	建筑装饰
002382.XSHE	蓝帆医疗	2020-08-16	0.273	801150	医药生物
002385.XSHE	大北农	2020-08-16	0.576	801010	农林牧渔
002387.XSHE	维信诺	2020-08-16	0.243	801080	电子
002390.XSHE	信邦制药	2020-08-16	0.124	801150	医药生物
002396.XSHE	星网锐捷	2020-08-16	0.244	801770	通信
002399.XSHE	海普瑞	2020-08-16	0.167	801150	医药生物
002407.XSHE	多氟多	2020-08-16	0.142	801030	化工
002408.XSHE	齐翔腾达	2020-08-16	0.099	801030	化工
002414.XSHE	高德红外	2020-08-16	0.451	801080	电子
002416.XSHE	爱施德	2020-08-16	0.113	801200	商业贸易
002419.XSHE	天虹股份	2020-08-16	0.095	801200	商业贸易
002423.XSHE	中粮资本	2020-08-16	0.033	801790	非银金融
002424.XSHE	贵州百灵	2020-08-16	0.12	801150	医药生物
002429.XSHE	兆驰股份	2020-08-16	0.242	801110	家用电器
002434.XSHE	万里扬	2020-08-16	0.112	801880	汽车
002439.XSHE	启明星辰	2020-08-16	0.468	801750	计算机
002440.XSHE	闰土股份	2020-08-16	0.12	801030	化工
002444.XSHE	巨星科技	2020-08-16	0.18	801890	机械设备
002458.XSHE	益生股份	2020-08-16	0.167	801010	农林牧渔
002465.XSHE	海格通信	2020-08-16	0.482	801740	国防军工
002470.XSHE	*ST金正	2020-08-16	0.047	801030	化工
002491.XSHE	通鼎互联	2020-08-16	0.073	801770	通信
002500.XSHE	山西证券	2020-08-16	0.331	801790	非银金融
002503.XSHE	搜于特	2020-08-16	0.098	801130	纺织服装
002505.XSHE	大康农业	2020-08-16	0.122	801200	商业贸易
002506.XSHE	协鑫集成	2020-08-16	0.17	801730	电气设备
002507.XSHE	涪陵榨菜	2020-08-16	0.395	801120	食品饮料
002511.XSHE	中顺洁柔	2020-08-16	0.29	801140	轻工制造
002544.XSHE	杰赛科技	2020-08-16	0.096	801770	通信
002557.XSHE	洽洽食品	2020-08-16	0.32	801120	食品饮料
002563.XSHE	森马服饰	2020-08-16	0.109	801130	纺织服装
002572.XSHE	索菲亚	2020-08-16	0.266	801140	轻工制造
002583.XSHE	海能达	2020-08-16	0.156	801770	通信
002589.XSHE	瑞康医药	2020-08-16	0.127	801150	医药生物
002595.XSHE	豪迈科技	2020-08-16	0.159	801890	机械设备
002603.XSHE	以岭药业	2020-08-16	0.348	801150	医药生物
002625.XSHE	光启技术	2020-08-16	0.309	801880	汽车
002635.XSHE	安洁科技	2020-08-16	0.147	801080	电子
002640.XSHE	跨境通	2020-08-16	0.159	801200	商业贸易
002648.XSHE	卫星石化	2020-08-16	0.177	801030	化工
002653.XSHE	海思科	2020-08-16	0.084	801150	医药生物
002665.XSHE	首航高科	2020-08-16	0.094	801730	电气设备
002670.XSHE	国盛金控	2020-08-16	0.215	801790	非银金融
002690.XSHE	美亚光电	2020-08-16	0.294	801890	机械设备
002701.XSHE	奥瑞金	2020-08-16	0.135	801140	轻工制造
002709.XSHE	天赐材料	2020-08-16	0.189	801030	化工
002745.XSHE	木林森	2020-08-16	0.165	801080	电子
002797.XSHE	第一创业	2020-08-16	0.497	801790	非银金融
002807.XSHE	江阴银行	2020-08-16	0.168	801780	银行
002815.XSHE	崇达技术	2020-08-16	0.126	801080	电子
002818.XSHE	富森美	2020-08-16	0.039	801200	商业贸易
002821.XSHE	凯莱英	2020-08-16	0.55	801150	医药生物
002831.XSHE	裕同科技	2020-08-16	0.226	801140	轻工制造
002839.XSHE	张家港行	2020-08-16	0.141	801780	银行
002867.XSHE	周大生	2020-08-16	0.12	801140	轻工制造
002901.XSHE	大博医疗	2020-08-16	0.076	801150	医药生物
002920.XSHE	德赛西威	2020-08-16	0.212	801750	计算机
002925.XSHE	盈趣科技	2020-08-16	0.149	801080	电子
002926.XSHE	华西证券	2020-08-16	0.304	801790	非银金融
002936.XSHE	郑州银行	2020-08-16	0.129	801780	银行
002941.XSHE	新疆交建	2020-08-16	0.057	801720	建筑装饰
002946.XSHE	新乳业	2020-08-16	0.055	801120	食品饮料
002948.XSHE	青岛银行	2020-08-16	0.076	801780	银行
002957.XSHE	科瑞技术	2020-08-16	0.019	801890	机械设备
300001.XSHE	特锐德	2020-08-16	0.229	801730	电气设备
300002.XSHE	神州泰岳	2020-08-16	0.242	801750	计算机
300009.XSHE	安科生物	2020-08-16	0.367	801150	医药生物
300010.XSHE	豆神教育	2020-08-16	0.285	801750	计算机
300012.XSHE	华测检测	2020-08-16	0.566	801230	综合
300017.XSHE	网宿科技	2020-08-16	0.317	801770	通信
300024.XSHE	机器人	2020-08-16	0.354	801890	机械设备
300026.XSHE	红日药业	2020-08-16	0.181	801150	医药生物
300058.XSHE	蓝色光标	2020-08-16	0.276	801760	传媒
300070.XSHE	碧水源	2020-08-16	0.296	801160	公用事业
300072.XSHE	三聚环保	2020-08-16	0.154	801030	化工
300088.XSHE	长信科技	2020-08-16	0.54	801080	电子
300113.XSHE	顺网科技	2020-08-16	0.184	801760	传媒
300115.XSHE	长盈精密	2020-08-16	0.235	801080	电子
300133.XSHE	华策影视	2020-08-16	0.161	801760	传媒
300134.XSHE	大富科技	2020-08-16	0.099	801770	通信
300166.XSHE	东方国信	2020-08-16	0.212	801750	计算机
300168.XSHE	万达信息	2020-08-16	0.405	801750	计算机
300180.XSHE	华峰超纤	2020-08-16	0.121	801030	化工
300182.XSHE	捷成股份	2020-08-16	0.193	801760	传媒
300197.XSHE	铁汉生态	2020-08-16	0.083	801720	建筑装饰
300207.XSHE	欣旺达	2020-08-16	0.476	801080	电子
300212.XSHE	易华录	2020-08-16	0.296	801750	计算机
300244.XSHE	迪安诊断	2020-08-16	0.296	801150	医药生物
300251.XSHE	光线传媒	2020-08-16	0.283	801760	传媒
300253.XSHE	卫宁健康	2020-08-16	0.715	801750	计算机
300257.XSHE	开山股份	2020-08-16	0.107	801890	机械设备
300271.XSHE	华宇软件	2020-08-16	0.313	801750	计算机
300274.XSHE	阳光电源	2020-08-16	0.389	801730	电气设备
300285.XSHE	国瓷材料	2020-08-16	0.502	801030	化工
300296.XSHE	利亚德	2020-08-16	0.233	801080	电子
300315.XSHE	掌趣科技	2020-08-16	0.47	801760	传媒
300316.XSHE	晶盛机电	2020-08-16	0.289	801730	电气设备
300324.XSHE	旋极信息	2020-08-16	0.173	801750	计算机
300357.XSHE	我武生物	2020-08-16	0.385	801150	医药生物
300376.XSHE	易事特	2020-08-16	0.084	801730	电气设备
300418.XSHE	昆仑万维	2020-08-16	0.401	801760	传媒
300459.XSHE	金科文化	2020-08-16	0.101	801760	传媒
300474.XSHE	景嘉微	2020-08-16	0.166	801740	国防军工
300482.XSHE	万孚生物	2020-08-16	0.364	801150	医药生物
300496.XSHE	中科创达	2020-08-16	0.496	801750	计算机
300558.XSHE	贝达药业	2020-08-16	0.503	801150	医药生物
300595.XSHE	欧普康视	2020-08-16	0.36	801150	医药生物
300618.XSHE	寒锐钴业	2020-08-16	0.211	801050	有色金属
300630.XSHE	普利制药	2020-08-16	0.176	801150	医药生物
600006.XSHG	东风汽车	2020-08-16	0.063	801880	汽车
600008.XSHG	首创股份	2020-08-16	0.204	801160	公用事业
600017.XSHG	日照港	2020-08-16	0.094	801170	交通运输
600021.XSHG	上海电力	2020-08-16	0.186	801160	公用事业
600022.XSHG	山东钢铁	2020-08-16	0.136	801040	钢铁
600026.XSHG	中远海能	2020-08-16	0.18	801170	交通运输
600037.XSHG	歌华有线	2020-08-16	0.233	801760	传媒
600039.XSHG	四川路桥	2020-08-16	0.174	801720	建筑装饰
600053.XSHG	九鼎投资	2020-08-16	0.07	801790	非银金融
600056.XSHG	中国医药	2020-08-16	0.158	801150	医药生物
600058.XSHG	五矿发展	2020-08-16	0.053	801200	商业贸易
600060.XSHG	海信视像	2020-08-16	0.196	801110	家用电器
600062.XSHG	华润双鹤	2020-08-16	0.138	801150	医药生物
600064.XSHG	南京高科	2020-08-16	0.164	801180	房地产
600073.XSHG	上海梅林	2020-08-16	0.128	801120	食品饮料
600079.XSHG	人福医药	2020-08-16	0.566	801150	医药生物
600094.XSHG	大名城	2020-08-16	0.171	801180	房地产
600120.XSHG	浙江东方	2020-08-16	0.148	801790	非银金融
600125.XSHG	铁龙物流	2020-08-16	0.097	801170	交通运输
600126.XSHG	杭钢股份	2020-08-16	0.201	801040	钢铁
600132.XSHG	重庆啤酒	2020-08-16	0.32	801120	食品饮料
600138.XSHG	中青旅	2020-08-16	0.113	801210	休闲服务
600141.XSHG	兴发集团	2020-08-16	0.098	801030	化工
600143.XSHG	金发科技	2020-08-16	0.528	801030	化工
600153.XSHG	建发股份	2020-08-16	0.29	801170	交通运输
600155.XSHG	华创阳安	2020-08-16	0.298	801790	非银金融
600158.XSHG	中体产业	2020-08-16	0.108	801760	传媒
600160.XSHG	巨化股份	2020-08-16	0.182	801030	化工
600161.XSHG	天坛生物	2020-08-16	0.565	801150	医药生物
600166.XSHG	福田汽车	2020-08-16	0.166	801880	汽车
600167.XSHG	联美控股	2020-08-16	0.242	801160	公用事业
600171.XSHG	上海贝岭	2020-08-16	0.185	801080	电子
600195.XSHG	中牧股份	2020-08-16	0.188	801010	农林牧渔
600201.XSHG	生物股份	2020-08-16	0.597	801010	农林牧渔
600216.XSHG	浙江医药	2020-08-16	0.23	801150	医药生物
600256.XSHG	广汇能源	2020-08-16	0.218	801030	化工
600258.XSHG	首旅酒店	2020-08-16	0.158	801210	休闲服务
600259.XSHG	广晟有色	2020-08-16	0.112	801050	有色金属
600260.XSHG	凯乐科技	2020-08-16	0.207	801770	通信
600266.XSHG	城建发展	2020-08-16	0.136	801180	房地产
600273.XSHG	嘉化能源	2020-08-16	0.237	801030	化工
600277.XSHG	亿利洁能	2020-08-16	0.089	801030	化工
600282.XSHG	南钢股份	2020-08-16	0.183	801040	钢铁
600291.XSHG	西水股份	2020-08-16	0.126	801790	非银金融
600298.XSHG	安琪酵母	2020-08-16	0.591	801010	农林牧渔
600307.XSHG	酒钢宏兴	2020-08-16	0.093	801040	钢铁
600312.XSHG	平高电气	2020-08-16	0.123	801730	电气设备
600315.XSHG	上海家化	2020-08-16	0.284	801030	化工
600316.XSHG	洪都航空	2020-08-16	0.209	801740	国防军工
600325.XSHG	华发股份	2020-08-16	0.218	801180	房地产
600329.XSHG	中新药业	2020-08-16	0.099	801150	医药生物
600335.XSHG	国机汽车	2020-08-16	0.04	801880	汽车
600338.XSHG	西藏珠峰	2020-08-16	0.082	801050	有色金属
600339.XSHG	中油工程	2020-08-16	0.076	801020	采掘
600348.XSHG	阳泉煤业	2020-08-16	0.106	801020	采掘
600350.XSHG	山东高速	2020-08-16	0.077	801170	交通运输
600373.XSHG	中文传媒	2020-08-16	0.156	801760	传媒
600376.XSHG	首开股份	2020-08-16	0.158	801180	房地产
600380.XSHG	健康元	2020-08-16	0.351	801150	医药生物
600388.XSHG	龙净环保	2020-08-16	0.142	801890	机械设备
600392.XSHG	盛和资源	2020-08-16	0.19	801050	有色金属
600409.XSHG	三友化工	2020-08-16	0.14	801030	化工
600410.XSHG	华胜天成	2020-08-16	0.291	801750	计算机
600415.XSHG	小商品城	2020-08-16	0.365	801200	商业贸易
600418.XSHG	江淮汽车	2020-08-16	0.223	801880	汽车
600426.XSHG	华鲁恒升	2020-08-16	0.478	801030	化工
600428.XSHG	中远海特	2020-08-16	0.065	801170	交通运输
600435.XSHG	北方导航	2020-08-16	0.168	801740	国防军工
600446.XSHG	金证股份	2020-08-16	0.213	801750	计算机
600460.XSHG	士兰微	2020-08-16	0.288	801080	电子
600466.XSHG	蓝光发展	2020-08-16	0.146	801180	房地产
600478.XSHG	科力远	2020-08-16	0.094	801080	电子
600486.XSHG	扬农化工	2020-08-16	0.324	801030	化工
600497.XSHG	驰宏锌锗	2020-08-16	0.237	801050	有色金属
600500.XSHG	中化国际	2020-08-16	0.142	801030	化工
600507.XSHG	方大特钢	2020-08-16	0.111	801040	钢铁
600511.XSHG	国药股份	2020-08-16	0.241	801150	医药生物
600515.XSHG	海航基础	2020-08-16	0.196	801180	房地产
600521.XSHG	华海药业	2020-08-16	0.508	801150	医药生物
600528.XSHG	中铁工业	2020-08-16	0.23	801890	机械设备
600529.XSHG	山东药玻	2020-08-16	0.614	801150	医药生物
600535.XSHG	天士力	2020-08-16	0.286	801150	医药生物
600545.XSHG	卓郎智能	2020-08-16	0.113	801890	机械设备
600549.XSHG	厦门钨业	2020-08-16	0.23	801050	有色金属
600557.XSHG	康缘药业	2020-08-16	0.114	801150	医药生物
600563.XSHG	法拉电子	2020-08-16	0.148	801080	电子
600565.XSHG	迪马股份	2020-08-16	0.078	801180	房地产
600566.XSHG	济川药业	2020-08-16	0.15	801150	医药生物
600567.XSHG	山鹰纸业	2020-08-16	0.185	801140	轻工制造
600572.XSHG	康恩贝	2020-08-16	0.204	801150	医药生物
600575.XSHG	淮河能源	2020-08-16	0.061	801170	交通运输
600580.XSHG	卧龙电驱	2020-08-16	0.171	801730	电气设备
600582.XSHG	天地科技	2020-08-16	0.093	801890	机械设备
600597.XSHG	光明乳业	2020-08-16	0.21	801120	食品饮料
600598.XSHG	北大荒	2020-08-16	0.247	801010	农林牧渔
600623.XSHG	华谊集团	2020-08-16	0.059	801030	化工
600633.XSHG	浙数文化	2020-08-16	0.15	801760	传媒
600639.XSHG	浦东金桥	2020-08-16	0.094	801180	房地产
600640.XSHG	号百控股	2020-08-16	0.112	801760	传媒
600642.XSHG	申能股份	2020-08-16	0.254	801160	公用事业
600643.XSHG	爱建集团	2020-08-16	0.154	801790	非银金融
600645.XSHG	中源协和	2020-08-16	0.175	801150	医药生物
600648.XSHG	外高桥	2020-08-16	0.104	801180	房地产
600649.XSHG	城投控股	2020-08-16	0.133	801180	房地产
600657.XSHG	信达地产	2020-08-16	0.075	801180	房地产
600664.XSHG	哈药股份	2020-08-16	0.096	801150	医药生物
600667.XSHG	太极实业	2020-08-16	0.264	801080	电子
600673.XSHG	东阳光	2020-08-16	0.198	801150	医药生物
600675.XSHG	中华企业	2020-08-16	0.141	801180	房地产
600694.XSHG	大商股份	2020-08-16	0.069	801200	商业贸易
600699.XSHG	均胜电子	2020-08-16	0.304	801880	汽车
600704.XSHG	物产中大	2020-08-16	0.21	801170	交通运输
600707.XSHG	彩虹股份	2020-08-16	0.061	801080	电子
600717.XSHG	天津港	2020-08-16	0.102	801170	交通运输
600718.XSHG	东软集团	2020-08-16	0.189	801750	计算机
600728.XSHG	佳都科技	2020-08-16	0.236	801750	计算机
600729.XSHG	重庆百货	2020-08-16	0.143	801200	商业贸易
600733.XSHG	北汽蓝谷	2020-08-16	0.215	801880	汽车
600737.XSHG	中粮糖业	2020-08-16	0.161	801010	农林牧渔
600739.XSHG	辽宁成大	2020-08-16	0.776	801150	医药生物
600748.XSHG	上实发展	2020-08-16	0.091	801180	房地产
600751.XSHG	海航科技	2020-08-16	0.105	801080	电子
600754.XSHG	锦江酒店	2020-08-16	0.23	801210	休闲服务
600755.XSHG	厦门国贸	2020-08-16	0.164	801200	商业贸易
600757.XSHG	长江传媒	2020-08-16	0.06	801760	传媒
600765.XSHG	中航重机	2020-08-16	0.136	801740	国防军工
600770.XSHG	综艺股份	2020-08-16	0.083	801230	综合
600776.XSHG	东方通信	2020-08-16	0.134	801770	通信
600777.XSHG	新潮能源	2020-08-16	0.138	801020	采掘
600779.XSHG	水井坊	2020-08-16	0.226	801120	食品饮料
600782.XSHG	新钢股份	2020-08-16	0.128	801040	钢铁
600787.XSHG	中储股份	2020-08-16	0.081	801170	交通运输
600801.XSHG	华新水泥	2020-08-16	0.339	801710	建筑材料
600804.XSHG	鹏博士	2020-08-16	0.239	801770	通信
600808.XSHG	马钢股份	2020-08-16	0.146	801040	钢铁
600811.XSHG	东方集团	2020-08-16	0.282	801230	综合
600820.XSHG	隧道股份	2020-08-16	0.206	801720	建筑装饰
600823.XSHG	世茂股份	2020-08-16	0.089	801180	房地产
600827.XSHG	百联股份	2020-08-16	0.29	801200	商业贸易
600835.XSHG	上海机电	2020-08-16	0.102	801890	机械设备
600839.XSHG	四川长虹	2020-08-16	0.202	801110	家用电器
600845.XSHG	宝信软件	2020-08-16	0.333	801750	计算机
600859.XSHG	王府井	2020-08-16	0.431	801200	商业贸易
600862.XSHG	中航高科	2020-08-16	0.23	801740	国防军工
600863.XSHG	内蒙华电	2020-08-16	0.107	801160	公用事业
600869.XSHG	智慧能源	2020-08-16	0.082	801730	电气设备
600874.XSHG	创业环保	2020-08-16	0.057	801160	公用事业
600875.XSHG	东方电气	2020-08-16	0.209	801730	电气设备
600879.XSHG	航天电子	2020-08-16	0.293	801740	国防军工
600881.XSHG	亚泰集团	2020-08-16	0.213	801710	建筑材料
600884.XSHG	杉杉股份	2020-08-16	0.274	801080	电子
600885.XSHG	宏发股份	2020-08-16	0.341	801730	电气设备
600895.XSHG	张江高科	2020-08-16	0.283	801180	房地产
600901.XSHG	江苏租赁	2020-08-16	0.099	801790	非银金融
600903.XSHG	贵州燃气	2020-08-16	0.046	801160	公用事业
600908.XSHG	无锡银行	2020-08-16	0.133	801780	银行
600909.XSHG	华安证券	2020-08-16	0.266	801790	非银金融
600917.XSHG	重庆燃气	2020-08-16	0.025	801160	公用事业
600959.XSHG	江苏有线	2020-08-16	0.207	801760	传媒
600967.XSHG	内蒙一机	2020-08-16	0.167	801740	国防军工
600970.XSHG	中材国际	2020-08-16	0.113	801720	建筑装饰
600985.XSHG	淮北矿业	2020-08-16	0.073	801020	采掘
600996.XSHG	贵广网络	2020-08-16	0.056	801760	传媒
601000.XSHG	唐山港	2020-08-16	0.131	801170	交通运输
601003.XSHG	柳钢股份	2020-08-16	0.046	801040	钢铁
601005.XSHG	重庆钢铁	2020-08-16	0.162	801040	钢铁
601016.XSHG	节能风电	2020-08-16	0.093	801160	公用事业
601019.XSHG	山东出版	2020-08-16	0.077	801760	传媒
601068.XSHG	中铝国际	2020-08-16	0.024	801720	建筑装饰
601098.XSHG	中南传媒	2020-08-16	0.139	801760	传媒
601099.XSHG	太平洋	2020-08-16	0.536	801790	非银金融
601106.XSHG	中国一重	2020-08-16	0.162	801890	机械设备
601118.XSHG	海南橡胶	2020-08-16	0.167	801010	农林牧渔
