sw1_code	sw1_name	weight
801020	采掘I	2.714
801030	化工I	3.51
801040	钢铁I	1.152
801050	有色金属I	0.646
801080	电子I	1.619
801110	家用电器I	1.303
801120	食品饮料I	0.244
801130	纺织服装I	0.154
801160	公用事业I	5.508
801170	交通运输I	2.415
801180	房地产I	11.32
801200	商业贸易I	0.388
801710	建筑材料I	3.025
801720	建筑装饰I	6.079
801730	电气设备I	0.62
801770	通信I	0.904
801780	银行I	35.054
801790	非银金融I	17.003
801880	汽车I	4.948
801890	机械设备I	1.39
