sw1_code	sw1_name	weight
801010	农林牧渔	4.314
801020	采掘	0.725
801030	化工	4.108
801040	钢铁	4.111
801050	有色金属	2.405
801080	电子	10.486
801110	家用电器	12.101
801120	食品饮料	6.652
801130	纺织服装	0.238
801140	轻工制造	1.122
801150	医药生物	3.906
801160	公用事业	1.495
801170	交通运输	1.538
801180	房地产	16.019
801200	商业贸易	2.312
801710	建筑材料	1.263
801720	建筑装饰	0.433
801730	电气设备	1.472
801740	国防军工	0.41
801750	计算机	1.14
801760	传媒	1.919
801770	通信	0.806
801780	银行	6.438
801790	非银金融	5.868
801880	汽车	6.388
801890	机械设备	2.332
