sw1_code	sw1_name	weight
801010	农林牧渔	4.881
801030	化工	2.9361
801050	有色金属	0.6804
801080	电子	11.0425
801120	食品饮料	1.1024
801140	轻工制造	0.168
801150	医药生物	31.0942
801160	公用事业	0.6083
801210	休闲服务	0.9732
801230	综合	1.4564
801730	电气设备	13.2636
801740	国防军工	0.6722
801750	计算机	11.5462
801760	传媒	7.0683
801770	通信	3.288
801790	非银金融	6.193
801890	机械设备	3.0264
