code	display_name	weight	sw1_code	sw1_name
000009.XSHE	中国宝安	0.957	801230	综合
000035.XSHE	中国天楹	0.883	801160	公用事业
000400.XSHE	许继电气	1.004	801730	电气设备
000591.XSHE	太阳能	1.222	801160	公用事业
000598.XSHE	兴蓉环境	0.894	801160	公用事业
000690.XSHE	宝新能源	1.115	801160	公用事业
000826.XSHE	启迪环境	0.888	801160	公用事业
000967.XSHE	盈峰环境	0.988	801160	公用事业
002028.XSHE	思源电气	1.294	801730	电气设备
002056.XSHE	横店东磁	0.913	801050	有色金属
002074.XSHE	国轩高科	0.779	801730	电气设备
002080.XSHE	中材科技	1.21	801030	化工
002129.XSHE	中环股份	1.01	801730	电气设备
002202.XSHE	金风科技	1.065	801730	电气设备
002266.XSHE	浙富控股	1.151	801730	电气设备
002310.XSHE	东方园林	0.854	801720	建筑装饰
002340.XSHE	格林美	0.983	801050	有色金属
002459.XSHE	晶澳科技	1.285	801890	机械设备
002460.XSHE	赣锋锂业	0.928	801050	有色金属
002466.XSHE	天齐锂业	0.91	801050	有色金属
002506.XSHE	协鑫集成	0.977	801730	电气设备
002531.XSHE	天顺风能	1.058	801730	电气设备
002617.XSHE	露笑科技	0.892	801730	电气设备
002665.XSHE	首航高科	0.805	801730	电气设备
002709.XSHE	天赐材料	1.07	801030	化工
002745.XSHE	木林森	1.157	801080	电子
002850.XSHE	科达利	1.01	801080	电子
002973.XSHE	侨银环保	0.964	801160	公用事业
003816.XSHE	中国广核	0.859	801160	公用事业
300001.XSHE	特锐德	0.857	801730	电气设备
300014.XSHE	亿纬锂能	1.292	801730	电气设备
300037.XSHE	新宙邦	1.077	801030	化工
300068.XSHE	南都电源	1.085	801730	电气设备
300070.XSHE	碧水源	0.89	801160	公用事业
300072.XSHE	三聚环保	1.204	801030	化工
300073.XSHE	当升科技	0.997	801030	化工
300118.XSHE	东方日升	1.194	801730	电气设备
300203.XSHE	聚光科技	0.795	801160	公用事业
300207.XSHE	欣旺达	1.19	801080	电子
300232.XSHE	洲明科技	0.885	801080	电子
300274.XSHE	阳光电源	1.453	801730	电气设备
300296.XSHE	利亚德	1.0	801080	电子
300316.XSHE	晶盛机电	0.921	801730	电气设备
300365.XSHE	恒华科技	0.827	801750	计算机
300376.XSHE	易事特	0.847	801730	电气设备
300450.XSHE	先导智能	0.821	801890	机械设备
300457.XSHE	赢合科技	0.912	801890	机械设备
300495.XSHE	美尚生态	0.646	801720	建筑装饰
300618.XSHE	寒锐钴业	1.158	801050	有色金属
300682.XSHE	朗新科技	0.864	801750	计算机
300724.XSHE	捷佳伟创	1.083	801890	机械设备
300750.XSHE	宁德时代	1.164	801730	电气设备
300751.XSHE	迈为股份	1.204	801890	机械设备
300776.XSHE	帝尔激光	0.943	801890	机械设备
300815.XSHE	玉禾田	0.893	801160	公用事业
600008.XSHG	首创股份	0.896	801160	公用事业
600021.XSHG	上海电力	0.881	801160	公用事业
600025.XSHG	华能水电	0.857	801160	公用事业
600068.XSHG	葛洲坝	0.916	801720	建筑装饰
600089.XSHG	特变电工	1.033	801730	电气设备
600116.XSHG	三峡水利	0.929	801160	公用事业
600217.XSHG	中再资环	0.852	801160	公用事业
600312.XSHG	平高电气	0.915	801730	电气设备
600323.XSHG	瀚蓝环境	0.977	801160	公用事业
600388.XSHG	龙净环保	0.863	801890	机械设备
600406.XSHG	国电南瑞	0.919	801730	电气设备
600438.XSHG	通威股份	1.534	801730	电气设备
600482.XSHG	中国动力	0.995	801740	国防军工
600483.XSHG	福能股份	1.112	801160	公用事业
600487.XSHG	亨通光电	0.822	801770	通信
600517.XSHG	国网英大	0.901	801730	电气设备
600549.XSHG	厦门钨业	1.03	801050	有色金属
600563.XSHG	法拉电子	0.921	801080	电子
600674.XSHG	川投能源	0.881	801160	公用事业
600703.XSHG	三安光电	0.804	801080	电子
600869.XSHG	智慧能源	0.824	801730	电气设备
600874.XSHG	创业环保	0.89	801160	公用事业
600875.XSHG	东方电气	0.952	801730	电气设备
600884.XSHG	杉杉股份	1.27	801080	电子
600886.XSHG	国投电力	0.915	801160	公用事业
600900.XSHG	长江电力	0.853	801160	公用事业
601012.XSHG	隆基股份	1.479	801730	电气设备
601016.XSHG	节能风电	1.194	801160	公用事业
601179.XSHG	中国西电	0.885	801730	电气设备
601200.XSHG	上海环境	0.92	801160	公用事业
601222.XSHG	林洋能源	1.353	801730	电气设备
601330.XSHG	绿色动力	0.888	801160	公用事业
601611.XSHG	中国核建	0.939	801720	建筑装饰
601615.XSHG	明阳智能	1.075	801730	电气设备
601727.XSHG	上海电气	0.896	801730	电气设备
601865.XSHG	福莱特	1.327	801710	建筑材料
601877.XSHG	正泰电器	1.042	801730	电气设备
601985.XSHG	中国核电	0.875	801160	公用事业
603218.XSHG	日月股份	0.952	801730	电气设备
603421.XSHG	鼎信通讯	0.875	801770	通信
603515.XSHG	欧普照明	0.93	801080	电子
603568.XSHG	伟明环保	0.812	801160	公用事业
603659.XSHG	璞泰来	0.921	801730	电气设备
603799.XSHG	华友钴业	1.0	801050	有色金属
603806.XSHG	福斯特	1.574	801730	电气设备
