sw1_code	sw1_name	weight
801010	农林牧渔I	1.941
801020	采掘I	1.667
801030	化工I	7.39
801040	钢铁I	10.323
801050	有色金属I	1.554
801080	电子I	4.309
801110	家用电器I	3.97
801120	食品饮料I	4.681
801130	纺织服装I	4.096
801140	轻工制造I	0.962
801150	医药生物I	0.759
801160	公用事业I	3.804
801170	交通运输I	11.501
801180	房地产I	13.445
801200	商业贸易I	0.583
801710	建筑材料I	7.153
801720	建筑装饰I	0.506
801730	电气设备I	2.342
801760	传媒I	0.858
801780	银行I	8.02
801790	非银金融I	0.363
801880	汽车I	5.354
801890	机械设备I	4.42
