code	display_name	weight	sw1_code	sw1_name
600887.XSHG	伊利股份	8.226	801120	食品饮料
600929.XSHG	湖南盐业	0.096	801030	化工
600965.XSHG	福成股份	0.089	801210	休闲服务
600975.XSHG	新五丰	0.168	801010	农林牧渔
601116.XSHG	三江购物	0.117	801200	商业贸易
601933.XSHG	永辉超市	1.274	801200	商业贸易
601952.XSHG	苏垦农发	0.207	801010	农林牧渔
603027.XSHG	千禾味业	0.428	801120	食品饮料
603043.XSHG	广州酒家	0.237	801120	食品饮料
603156.XSHG	养元饮品	0.472	801120	食品饮料
603198.XSHG	迎驾贡酒	0.194	801120	食品饮料
603288.XSHG	海天味业	5.401	801120	食品饮料
603299.XSHG	苏盐井神	0.085	801030	化工
603317.XSHG	天味食品	0.142	801120	食品饮料
603336.XSHG	宏辉果蔬	0.067	801010	农林牧渔
603345.XSHG	安井食品	0.634	801120	食品饮料
603363.XSHG	傲农生物	0.137	801010	农林牧渔
603369.XSHG	今世缘	1.009	801120	食品饮料
603517.XSHG	绝味食品	0.966	801120	食品饮料
603589.XSHG	口子窖	0.666	801120	食品饮料
603605.XSHG	珀莱雅	0.419	801030	化工
603609.XSHG	禾丰牧业	0.167	801010	农林牧渔
603697.XSHG	有友食品	0.064	801120	食品饮料
603708.XSHG	家家悦	0.392	801200	商业贸易
603711.XSHG	香飘飘	0.052	801120	食品饮料
603755.XSHG	日辰股份	0.081	801120	食品饮料
603777.XSHG	来伊份	0.096	801120	食品饮料
603866.XSHG	桃李面包	0.441	801120	食品饮料
603886.XSHG	元祖股份	0.059	801120	食品饮料
603919.XSHG	金徽酒	0.096	801120	食品饮料
603983.XSHG	丸美股份	0.126	801030	化工
