sw1_code	sw1_name	weight
801030	化工	6.243
801050	有色金属	6.05
801080	电子	9.073
801160	公用事业	24.528
801230	综合	0.792
801710	建筑材料	1.724
801720	建筑装饰	3.12
801730	电气设备	36.056
801740	国防军工	0.896
801750	计算机	1.811
801770	通信	1.517
801890	机械设备	8.188
