sw1_code	sw1_name	weight
801010	农林牧渔	1.941
801020	采掘	1.667
801030	化工	7.39
801040	钢铁	10.323
801050	有色金属	1.554
801080	电子	4.309
801110	家用电器	3.97
801120	食品饮料	4.681
801130	纺织服装	4.096
801140	轻工制造	0.962
801150	医药生物	0.759
801160	公用事业	3.804
801170	交通运输	11.501
801180	房地产	13.445
801200	商业贸易	0.583
801710	建筑材料	7.153
801720	建筑装饰	0.506
801730	电气设备	2.342
801760	传媒	0.858
801780	银行	8.02
801790	非银金融	0.363
801880	汽车	5.354
801890	机械设备	4.42
