sw1_code	sw1_name	weight
801010	农林牧渔	2.332
801020	采掘	1.093
801030	化工	2.188
801040	钢铁	0.521
801050	有色金属	2.34
801080	电子	8.485
801110	家用电器	4.602
801120	食品饮料	11.98
801130	纺织服装	0.048
801140	轻工制造	0.24
801150	医药生物	9.989
801160	公用事业	1.835
801170	交通运输	2.649
801180	房地产	3.631
801200	商业贸易	0.558
801210	休闲服务	1.596
801710	建筑材料	1.465
801720	建筑装饰	1.904
801730	电气设备	3.276
801740	国防军工	1.365
801750	计算机	3.216
801760	传媒	1.931
801770	通信	1.445
801780	银行	12.028
801790	非银金融	15.335
801880	汽车	2.203
801890	机械设备	1.752
