code	display_name	weight	sw1_code	sw1_name
000935.XSHE	四川双马	0.066	801710	建筑材料
000936.XSHE	华西股份	0.094	801030	化工
000950.XSHE	重药控股	0.054	801150	医药生物
000951.XSHE	中国重汽	0.188	801880	汽车
000957.XSHE	中通客车	0.065	801880	汽车
000958.XSHE	东方能源	0.071	801160	公用事业
000965.XSHE	天保基建	0.038	801180	房地产
000968.XSHE	蓝焰控股	0.062	801020	采掘
000969.XSHE	安泰科技	0.095	801050	有色金属
000973.XSHE	佛塑科技	0.077	801030	化工
000976.XSHE	华铁股份	0.128	801890	机械设备
000989.XSHE	九芝堂	0.084	801150	医药生物
000996.XSHE	中国中期	0.063	801880	汽车
001696.XSHE	宗申动力	0.119	801880	汽车
001896.XSHE	豫能控股	0.035	801160	公用事业
002015.XSHE	协鑫能科	0.046	801160	公用事业
002016.XSHE	世荣兆业	0.033	801180	房地产
002017.XSHE	东信和平	0.064	801770	通信
002020.XSHE	京新药业	0.133	801150	医药生物
002022.XSHE	科华生物	0.157	801150	医药生物
002023.XSHE	海特高新	0.187	801740	国防军工
002025.XSHE	航天电器	0.233	801740	国防军工
002029.XSHE	七匹狼	0.056	801130	纺织服装
002031.XSHE	巨轮智能	0.069	801890	机械设备
002034.XSHE	旺能环境	0.082	801160	公用事业
002035.XSHE	华帝股份	0.142	801110	家用电器
002036.XSHE	联创电子	0.173	801080	电子
002041.XSHE	登海种业	0.137	801010	农林牧渔
002042.XSHE	华孚时尚	0.101	801130	纺织服装
002043.XSHE	兔宝宝	0.122	801710	建筑材料
002047.XSHE	宝鹰股份	0.072	801720	建筑装饰
002055.XSHE	得润电子	0.12	801080	电子
002060.XSHE	粤水电	0.052	801720	建筑装饰
002061.XSHE	浙江交科	0.06	801720	建筑装饰
002063.XSHE	远光软件	0.16	801750	计算机
002065.XSHE	东华软件	0.406	801750	计算机
002067.XSHE	景兴纸业	0.073	801140	轻工制造
002073.XSHE	软控股份	0.078	801890	机械设备
002079.XSHE	苏州固锝	0.107	801080	电子
002083.XSHE	孚日股份	0.071	801130	纺织服装
002091.XSHE	江苏国泰	0.113	801200	商业贸易
002095.XSHE	生意宝	0.048	801760	传媒
002097.XSHE	山河智能	0.117	801890	机械设备
002099.XSHE	海翔药业	0.146	801150	医药生物
002100.XSHE	天康生物	0.253	801010	农林牧渔
002101.XSHE	广东鸿图	0.036	801880	汽车
002104.XSHE	恒宝股份	0.106	801770	通信
002106.XSHE	莱宝高科	0.171	801080	电子
002108.XSHE	沧州明珠	0.106	801030	化工
002115.XSHE	三维通信	0.083	801770	通信
002117.XSHE	东港股份	0.09	801140	轻工制造
002123.XSHE	梦网集团	0.225	801760	传媒
002126.XSHE	银轮股份	0.207	801880	汽车
002130.XSHE	沃尔核材	0.096	801050	有色金属
002135.XSHE	东南网架	0.097	801720	建筑装饰
002137.XSHE	麦达数字	0.054	801760	传媒
002139.XSHE	拓邦股份	0.108	801080	电子
002141.XSHE	贤丰控股	0.036	801080	电子
002145.XSHE	中核钛白	0.121	801030	化工
002151.XSHE	北斗星通	0.335	801740	国防军工
002158.XSHE	汉钟精机	0.058	801890	机械设备
002161.XSHE	远望谷	0.083	801080	电子
002166.XSHE	莱茵生物	0.068	801150	医药生物
002167.XSHE	东方锆业	0.058	801050	有色金属
002168.XSHE	惠程科技	0.091	801760	传媒
002171.XSHE	楚江新材	0.115	801050	有色金属
002181.XSHE	粤传媒	0.045	801760	传媒
002182.XSHE	云海金属	0.096	801050	有色金属
002194.XSHE	武汉凡谷	0.085	801770	通信
002197.XSHE	证通电子	0.086	801750	计算机
002201.XSHE	九鼎新材	0.056	801030	化工
002204.XSHE	大连重工	0.063	801890	机械设备
002206.XSHE	海利得	0.062	801030	化工
002214.XSHE	大立科技	0.178	801080	电子
002215.XSHE	诺普信	0.07	801030	化工
002216.XSHE	三全食品	0.265	801120	食品饮料
002218.XSHE	拓日新能	0.055	801730	电气设备
002222.XSHE	福晶科技	0.095	801080	电子
002224.XSHE	三力士	0.061	801030	化工
002226.XSHE	江南化工	0.078	801030	化工
002228.XSHE	合兴包装	0.06	801140	轻工制造
002229.XSHE	鸿博股份	0.05	801140	轻工制造
002232.XSHE	启明信息	0.048	801750	计算机
002234.XSHE	民和股份	0.079	801010	农林牧渔
002235.XSHE	安妮股份	0.09	801140	轻工制造
002237.XSHE	恒邦股份	0.162	801050	有色金属
002239.XSHE	奥特佳	0.136	801880	汽车
002240.XSHE	威华股份	0.094	801140	轻工制造
002243.XSHE	通产丽星	0.049	801140	轻工制造
002245.XSHE	澳洋顺昌	0.066	801170	交通运输
002246.XSHE	北化股份	0.042	801030	化工
002251.XSHE	步步高	0.126	801200	商业贸易
002254.XSHE	泰和新材	0.121	801030	化工
002258.XSHE	利尔化学	0.112	801030	化工
002261.XSHE	拓维信息	0.13	801760	传媒
002262.XSHE	恩华药业	0.174	801150	医药生物
002267.XSHE	陕天然气	0.056	801160	公用事业
002274.XSHE	华昌化工	0.056	801030	化工
002276.XSHE	万马股份	0.106	801730	电气设备
002277.XSHE	友阿股份	0.079	801200	商业贸易
002279.XSHE	久其软件	0.063	801750	计算机
002283.XSHE	天润工业	0.114	801880	汽车
002284.XSHE	亚太股份	0.044	801880	汽车
002291.XSHE	星期六	0.076	801130	纺织服装
002292.XSHE	奥飞娱乐	0.133	801760	传媒
002298.XSHE	中电兴发	0.12	801720	建筑装饰
002301.XSHE	齐心集团	0.112	801140	轻工制造
002303.XSHE	美盈森	0.072	801140	轻工制造
002305.XSHE	南国置业	0.042	801180	房地产
002307.XSHE	北新路桥	0.068	801720	建筑装饰
002308.XSHE	威创股份	0.087	801750	计算机
002309.XSHE	中利集团	0.057	801730	电气设备
002310.XSHE	东方园林	0.156	801720	建筑装饰
002312.XSHE	三泰控股	0.14	801750	计算机
002313.XSHE	日海智能	0.071	801770	通信
002314.XSHE	南山控股	0.064	801180	房地产
002318.XSHE	久立特材	0.083	801040	钢铁
002320.XSHE	海峡股份	0.096	801170	交通运输
002322.XSHE	理工环科	0.081	801730	电气设备
002324.XSHE	普利特	0.116	801030	化工
002326.XSHE	永太科技	0.142	801030	化工
002332.XSHE	仙琚制药	0.221	801150	医药生物
002335.XSHE	科华恒盛	0.083	801730	电气设备
002341.XSHE	新纶科技	0.077	801030	化工
002343.XSHE	慈文传媒	0.065	801760	传媒
002344.XSHE	海宁皮城	0.054	801200	商业贸易
002345.XSHE	潮宏基	0.037	801140	轻工制造
002346.XSHE	柘中股份	0.028	801730	电气设备
002351.XSHE	漫步者	0.152	801080	电子
002355.XSHE	兴民智通	0.049	801880	汽车
002358.XSHE	森源电气	0.07	801730	电气设备
002364.XSHE	中恒电气	0.069	801730	电气设备
002367.XSHE	康力电梯	0.11	801890	机械设备
002370.XSHE	亚太药业	0.035	801150	医药生物
002376.XSHE	新北洋	0.094	801750	计算机
002377.XSHE	国创高新	0.029	801180	房地产
002378.XSHE	章源钨业	0.033	801050	有色金属
002383.XSHE	合众思壮	0.089	801750	计算机
002389.XSHE	航天彩虹	0.245	801740	国防军工
002393.XSHE	力生制药	0.045	801150	医药生物
002400.XSHE	省广集团	0.221	801760	传媒
002402.XSHE	和而泰	0.291	801080	电子
002409.XSHE	雅克科技	0.25	801080	电子
002413.XSHE	雷科防务	0.192	801740	国防军工
002421.XSHE	达实智能	0.124	801750	计算机
002425.XSHE	凯撒文化	0.13	801760	传媒
002428.XSHE	云南锗业	0.138	801050	有色金属
002430.XSHE	杭氧股份	0.166	801890	机械设备
002433.XSHE	太安堂	0.058	801150	医药生物
002435.XSHE	长江健康	0.039	801150	医药生物
002436.XSHE	兴森科技	0.278	801080	电子
002443.XSHE	金洲管道	0.063	801040	钢铁
002446.XSHE	盛路通信	0.105	801770	通信
002449.XSHE	国星光电	0.12	801080	电子
002451.XSHE	摩恩电气	0.034	801730	电气设备
002459.XSHE	晶澳科技	0.112	801890	机械设备
002461.XSHE	珠江啤酒	0.071	801120	食品饮料
002462.XSHE	嘉事堂	0.069	801150	医药生物
002464.XSHE	众应互联	0.038	801760	传媒
002467.XSHE	二六三	0.179	801770	通信
002474.XSHE	榕基软件	0.072	801750	计算机
002478.XSHE	常宝股份	0.046	801040	钢铁
002479.XSHE	富春环保	0.081	801160	公用事业
002481.XSHE	双塔食品	0.247	801120	食品饮料
002482.XSHE	广田集团	0.056	801720	建筑装饰
002484.XSHE	江海股份	0.099	801080	电子
002485.XSHE	希努尔	0.017	801130	纺织服装
002488.XSHE	金固股份	0.091	801880	汽车
002489.XSHE	浙江永强	0.097	801140	轻工制造
002497.XSHE	雅化集团	0.172	801030	化工
002498.XSHE	汉缆股份	0.121	801730	电气设备
002510.XSHE	天汽模	0.069	801880	汽车
002512.XSHE	达华智能	0.085	801750	计算机
002515.XSHE	金字火腿	0.092	801120	食品饮料
002516.XSHE	旷达科技	0.053	801880	汽车
002518.XSHE	科士达	0.065	801730	电气设备
002519.XSHE	银河电子	0.065	801110	家用电器
002522.XSHE	浙江众成	0.069	801140	轻工制造
002530.XSHE	金财互联	0.081	801750	计算机
002531.XSHE	天顺风能	0.117	801730	电气设备
002537.XSHE	海联金汇	0.102	801750	计算机
002538.XSHE	司尔特	0.055	801030	化工
002539.XSHE	云图控股	0.087	801030	化工
002542.XSHE	中化岩土	0.052	801720	建筑装饰
002545.XSHE	东方铁塔	0.099	801030	化工
002547.XSHE	春兴精工	0.086	801080	电子
002550.XSHE	千红制药	0.084	801150	医药生物
002556.XSHE	辉隆股份	0.072	801030	化工
002562.XSHE	兄弟科技	0.056	801030	化工
002564.XSHE	天沃科技	0.047	801890	机械设备
002565.XSHE	顺灏股份	0.073	801140	轻工制造
002567.XSHE	唐人神	0.136	801010	农林牧渔
002568.XSHE	百润股份	0.296	801120	食品饮料
002573.XSHE	清新环境	0.073	801160	公用事业
002581.XSHE	未名医药	0.119	801150	医药生物
002582.XSHE	好想你	0.112	801120	食品饮料
002585.XSHE	双星新材	0.131	801140	轻工制造
002590.XSHE	万安科技	0.034	801880	汽车
002596.XSHE	海南瑞泽	0.087	801710	建筑材料
002597.XSHE	金禾实业	0.216	801030	化工
002605.XSHE	姚记科技	0.131	801140	轻工制造
002609.XSHE	捷顺科技	0.085	801750	计算机
002610.XSHE	爱康科技	0.148	801160	公用事业
002611.XSHE	东方精工	0.083	801890	机械设备
002614.XSHE	奥佳华	0.088	801110	家用电器
002617.XSHE	露笑科技	0.114	801730	电气设备
002618.XSHE	丹邦科技	0.07	801080	电子
002619.XSHE	艾格拉斯	0.052	801760	传媒
002621.XSHE	美吉姆	0.044	801760	传媒
002626.XSHE	金达威	0.196	801150	医药生物
002631.XSHE	德尔未来	0.038	801140	轻工制造
002636.XSHE	金安国纪	0.05	801080	电子
002639.XSHE	雪人股份	0.073	801890	机械设备
002643.XSHE	万润股份	0.201	801030	化工
002646.XSHE	青青稞酒	0.037	801120	食品饮料
002647.XSHE	仁东控股	0.255	801790	非银金融
002649.XSHE	博彦科技	0.109	801750	计算机
002651.XSHE	利君股份	0.052	801890	机械设备
002657.XSHE	中科金财	0.077	801750	计算机
002662.XSHE	京威股份	0.051	801880	汽车
002663.XSHE	普邦股份	0.057	801720	建筑装饰
002664.XSHE	长鹰信质	0.067	801740	国防军工
002668.XSHE	奥马电器	0.085	801110	家用电器
002672.XSHE	东江环保	0.094	801160	公用事业
002675.XSHE	东诚药业	0.266	801150	医药生物
002677.XSHE	浙江美大	0.099	801110	家用电器
002683.XSHE	宏大爆破	0.427	801030	化工
002685.XSHE	华东重机	0.047	801890	机械设备
002695.XSHE	煌上煌	0.122	801120	食品饮料
002697.XSHE	红旗连锁	0.136	801200	商业贸易
002698.XSHE	博实股份	0.129	801890	机械设备
002705.XSHE	新宝股份	0.263	801110	家用电器
002706.XSHE	良信电器	0.256	801730	电气设备
002712.XSHE	思美传媒	0.057	801760	传媒
002717.XSHE	岭南股份	0.084	801720	建筑装饰
002726.XSHE	龙大肉食	0.109	801120	食品饮料
002727.XSHE	一心堂	0.221	801150	医药生物
002733.XSHE	雄韬股份	0.081	801730	电气设备
002737.XSHE	葵花药业	0.072	801150	医药生物
002741.XSHE	光华科技	0.048	801030	化工
002746.XSHE	仙坛股份	0.063	801010	农林牧渔
002747.XSHE	埃斯顿	0.147	801890	机械设备
002751.XSHE	易尚展示	0.041	801140	轻工制造
002755.XSHE	奥赛康	0.063	801150	医药生物
002756.XSHE	永兴材料	0.049	801040	钢铁
002759.XSHE	天际股份	0.02	801110	家用电器
002768.XSHE	国恩股份	0.098	801030	化工
002776.XSHE	柏堡龙	0.053	801130	纺织服装
002777.XSHE	久远银海	0.089	801750	计算机
002782.XSHE	可立克	0.034	801080	电子
002791.XSHE	坚朗五金	0.331	801710	建筑材料
002792.XSHE	通宇通讯	0.058	801770	通信
002796.XSHE	世嘉科技	0.048	801890	机械设备
002798.XSHE	帝欧家居	0.109	801140	轻工制造
002822.XSHE	中装建设	0.084	801720	建筑装饰
002832.XSHE	比音勒芬	0.081	801130	纺织服装
002833.XSHE	弘亚数控	0.08	801890	机械设备
002838.XSHE	道恩股份	0.071	801030	化工
002840.XSHE	华统股份	0.05	801120	食品饮料
002850.XSHE	科达利	0.108	801080	电子
002851.XSHE	麦格米特	0.168	801730	电气设备
002852.XSHE	道道全	0.048	801010	农林牧渔
002859.XSHE	洁美科技	0.11	801080	电子
002869.XSHE	金溢科技	0.09	801080	电子
002880.XSHE	卫光生物	0.053	801150	医药生物
002895.XSHE	川恒股份	0.031	801030	化工
002906.XSHE	华阳集团	0.035	801880	汽车
002907.XSHE	华森制药	0.019	801150	医药生物
002911.XSHE	佛燃能源	0.019	801160	公用事业
002912.XSHE	中新赛克	0.126	801750	计算机
002913.XSHE	奥士康	0.054	801080	电子
002918.XSHE	蒙娜丽莎	0.128	801710	建筑材料
002928.XSHE	华夏航空	0.119	801170	交通运输
002929.XSHE	润建股份	0.048	801770	通信
002930.XSHE	宏川智慧	0.091	801170	交通运输
002933.XSHE	新兴装备	0.035	801740	国防军工
002947.XSHE	恒铭达	0.053	801080	电子
002950.XSHE	奥美医疗	0.1	801150	医药生物
002951.XSHE	金时科技	0.014	801140	轻工制造
002955.XSHE	鸿合科技	0.039	801080	电子
002959.XSHE	小熊电器	0.121	801110	家用电器
002960.XSHE	青鸟消防	0.065	801890	机械设备
002961.XSHE	瑞达期货	0.027	801790	非银金融
002962.XSHE	五方光电	0.032	801080	电子
002967.XSHE	广电计量	0.099	801230	综合
002969.XSHE	嘉美包装	0.022	801140	轻工制造
002970.XSHE	锐明技术	0.059	801080	电子
002973.XSHE	侨银环保	0.024	801160	公用事业
300006.XSHE	莱美药业	0.085	801150	医药生物
300007.XSHE	汉威科技	0.086	801890	机械设备
300011.XSHE	鼎汉技术	0.045	801730	电气设备
300016.XSHE	北陆药业	0.083	801150	医药生物
300020.XSHE	银江股份	0.099	801750	计算机
300021.XSHE	大禹节水	0.054	801010	农林牧渔
300031.XSHE	宝通科技	0.142	801760	传媒
300034.XSHE	钢研高纳	0.106	801740	国防军工
300036.XSHE	超图软件	0.196	801750	计算机
300037.XSHE	新宙邦	0.265	801030	化工
300038.XSHE	数知科技	0.132	801760	传媒
300039.XSHE	上海凯宝	0.07	801150	医药生物
300043.XSHE	星辉娱乐	0.061	801760	传媒
300044.XSHE	赛为智能	0.081	801750	计算机
300045.XSHE	华力创通	0.123	801750	计算机
300047.XSHE	天源迪科	0.087	801750	计算机
300053.XSHE	欧比特	0.128	801080	电子
300054.XSHE	鼎龙股份	0.233	801030	化工
300055.XSHE	万邦达	0.095	801160	公用事业
300061.XSHE	旗天科技	0.043	801760	传媒
300065.XSHE	海兰信	0.094	801740	国防军工
300066.XSHE	三川智慧	0.069	801890	机械设备
300068.XSHE	南都电源	0.174	801730	电气设备
300073.XSHE	当升科技	0.246	801030	化工
300075.XSHE	数字政通	0.095	801750	计算机
300078.XSHE	思创医惠	0.159	801080	电子
300079.XSHE	数码科技	0.14	801750	计算机
300081.XSHE	恒信东方	0.063	801770	通信
300083.XSHE	创世纪	0.241	801080	电子
300085.XSHE	银之杰	0.155	801750	计算机
300091.XSHE	金通灵	0.074	801890	机械设备
300096.XSHE	易联众	0.066	801750	计算机
300098.XSHE	高新兴	0.166	801770	通信
300101.XSHE	振芯科技	0.12	801740	国防军工
300102.XSHE	乾照光电	0.076	801080	电子
300107.XSHE	建新股份	0.035	801030	化工
300109.XSHE	新开源	0.043	801030	化工
300110.XSHE	华仁药业	0.064	801150	医药生物
300114.XSHE	中航电测	0.087	801890	机械设备
300118.XSHE	东方日升	0.187	801730	电气设备
300119.XSHE	瑞普生物	0.089	801010	农林牧渔
300123.XSHE	亚光科技	0.178	801740	国防军工
300127.XSHE	银河磁体	0.034	801050	有色金属
300130.XSHE	新国都	0.087	801750	计算机
300131.XSHE	英唐智控	0.122	801080	电子
300132.XSHE	青松股份	0.135	801030	化工
300137.XSHE	先河环保	0.091	801160	公用事业
300140.XSHE	中环装备	0.053	801160	公用事业
300143.XSHE	盈康生命	0.159	801150	医药生物
300145.XSHE	中金环境	0.093	801890	机械设备
300148.XSHE	天舟文化	0.066	801760	传媒
300149.XSHE	量子生物	0.148	801150	医药生物
300158.XSHE	振东制药	0.085	801150	医药生物
300170.XSHE	汉得信息	0.131	801750	计算机
300171.XSHE	东富龙	0.099	801890	机械设备
300176.XSHE	派生科技	0.052	801790	非银金融
300177.XSHE	中海达	0.1	801750	计算机
300183.XSHE	东软载波	0.092	801770	通信
300184.XSHE	力源信息	0.09	801080	电子
300185.XSHE	通裕重工	0.18	801730	电气设备
300188.XSHE	美亚柏科	0.186	801750	计算机
300190.XSHE	维尔利	0.088	801160	公用事业
300191.XSHE	潜能恒信	0.063	801020	采掘
300194.XSHE	福安药业	0.098	801150	医药生物
300198.XSHE	纳川股份	0.089	801710	建筑材料
300203.XSHE	聚光科技	0.094	801160	公用事业
300204.XSHE	舒泰神	0.053	801150	医药生物
300205.XSHE	天喻信息	0.06	801770	通信
300208.XSHE	青岛中程	0.054	801730	电气设备
300209.XSHE	天泽信息	0.06	801750	计算机
300213.XSHE	佳讯飞鸿	0.074	801770	通信
300215.XSHE	电科院	0.07	801730	电气设备
300219.XSHE	鸿利智汇	0.097	801080	电子
300222.XSHE	科大智能	0.12	801890	机械设备
300223.XSHE	北京君正	0.221	801080	电子
300224.XSHE	正海磁材	0.078	801050	有色金属
300226.XSHE	上海钢联	0.224	801760	传媒
300229.XSHE	拓尔思	0.076	801750	计算机
300232.XSHE	洲明科技	0.104	801080	电子
300233.XSHE	金城医药	0.16	801150	医药生物
300236.XSHE	上海新阳	0.191	801030	化工
300237.XSHE	美晨生态	0.057	801720	建筑装饰
300238.XSHE	冠昊生物	0.114	801150	医药生物
300248.XSHE	新开普	0.09	801750	计算机
300252.XSHE	金信诺	0.059	801770	通信
300255.XSHE	常山药业	0.066	801150	医药生物
300256.XSHE	星星科技	0.103	801080	电子
300262.XSHE	巴安水务	0.038	801160	公用事业
300263.XSHE	隆华科技	0.114	801160	公用事业
300266.XSHE	兴源环境	0.08	801160	公用事业
300267.XSHE	尔康制药	0.092	801150	医药生物
300276.XSHE	三丰智能	0.059	801890	机械设备
300284.XSHE	苏交科	0.11	801720	建筑装饰
300287.XSHE	飞利信	0.108	801750	计算机
300288.XSHE	朗玛信息	0.052	801750	计算机
300292.XSHE	吴通控股	0.102	801760	传媒
300294.XSHE	博雅生物	0.216	801150	医药生物
300298.XSHE	三诺生物	0.195	801150	医药生物
300299.XSHE	富春股份	0.1	801760	传媒
300300.XSHE	汉鼎宇佑	0.062	801750	计算机
300302.XSHE	同有科技	0.069	801750	计算机
300303.XSHE	聚飞光电	0.118	801080	电子
300307.XSHE	慈星股份	0.06	801890	机械设备
300309.XSHE	吉艾科技	0.038	801790	非银金融
300310.XSHE	宜通世纪	0.081	801770	通信
300311.XSHE	任子行	0.066	801750	计算机
300319.XSHE	麦捷科技	0.103	801080	电子
300322.XSHE	硕贝德	0.1	801080	电子
300323.XSHE	华灿光电	0.126	801080	电子
300326.XSHE	凯利泰	0.346	801150	医药生物
300327.XSHE	中颖电子	0.134	801080	电子
300328.XSHE	宜安科技	0.07	801050	有色金属
300332.XSHE	天壕环境	0.073	801160	公用事业
300336.XSHE	新文化	0.063	801760	传媒
300339.XSHE	润和软件	0.163	801750	计算机
300346.XSHE	南大光电	0.209	801080	电子
300348.XSHE	长亮科技	0.216	801750	计算机
300349.XSHE	金卡智能	0.085	801890	机械设备
300352.XSHE	北信源	0.175	801750	计算机
300353.XSHE	东土科技	0.081	801770	通信
300355.XSHE	蒙草生态	0.089	801720	建筑装饰
300363.XSHE	博腾股份	0.182	801150	医药生物
300365.XSHE	恒华科技	0.057	801750	计算机
300366.XSHE	创意信息	0.096	801750	计算机
300368.XSHE	汇金股份	0.135	801750	计算机
300369.XSHE	绿盟科技	0.19	801750	计算机
300373.XSHE	扬杰科技	0.141	801080	电子
300377.XSHE	赢时胜	0.106	801750	计算机
300378.XSHE	鼎捷软件	0.108	801750	计算机
300379.XSHE	东方通	0.218	801750	计算机
300386.XSHE	飞天诚信	0.119	801750	计算机
300388.XSHE	国祯环保	0.065	801160	公用事业
300393.XSHE	中来股份	0.074	801730	电气设备
300394.XSHE	天孚通信	0.148	801770	通信
300395.XSHE	菲利华	0.203	801050	有色金属
300397.XSHE	天和防务	0.141	801740	国防军工
300398.XSHE	飞凯材料	0.105	801030	化工
300401.XSHE	花园生物	0.104	801150	医药生物
300406.XSHE	九强生物	0.1	801150	医药生物
300409.XSHE	道氏技术	0.065	801030	化工
300423.XSHE	鲁亿通	0.073	801730	电气设备
300424.XSHE	航新科技	0.053	801740	国防军工
300428.XSHE	四通新材	0.029	801880	汽车
300429.XSHE	强力新材	0.099	801030	化工
300438.XSHE	鹏辉能源	0.078	801080	电子
300439.XSHE	美康生物	0.052	801150	医药生物
300441.XSHE	鲍斯股份	0.062	801890	机械设备
300448.XSHE	浩云科技	0.082	801750	计算机
300451.XSHE	创业慧康	0.218	801750	计算机
300455.XSHE	康拓红外	0.095	801750	计算机
