code	display_name	weight	sw1_code	sw1_name
000006.XSHE	深振业A	0.112	801180	房地产
000011.XSHE	深物业A	0.079	801180	房地产
000016.XSHE	深康佳A	0.149	801110	家用电器
000019.XSHE	深粮控股	0.061	801200	商业贸易
000030.XSHE	富奥股份	0.092	801880	汽车
000034.XSHE	神州数码	0.162	801750	计算机
000035.XSHE	中国天楹	0.175	801160	公用事业
000036.XSHE	华联控股	0.086	801180	房地产
000038.XSHE	深大通	0.052	801760	传媒
000040.XSHE	东旭蓝天	0.064	801160	公用事业
000049.XSHE	德赛电池	0.129	801080	电子
000056.XSHE	皇庭国际	0.025	801180	房地产
000058.XSHE	深赛格	0.048	801200	商业贸易
000059.XSHE	华锦股份	0.092	801030	化工
000065.XSHE	北方国际	0.046	801720	建筑装饰
000070.XSHE	特发信息	0.124	801770	通信
000088.XSHE	盐田港	0.117	801170	交通运输
000150.XSHE	宜华健康	0.035	801150	医药生物
000155.XSHE	川能动力	0.07	801160	公用事业
000403.XSHE	双林生物	0.175	801150	医药生物
000429.XSHE	粤高速A	0.112	801170	交通运输
000498.XSHE	山东路桥	0.047	801720	建筑装饰
000503.XSHE	国新健康	0.162	801150	医药生物
000507.XSHE	珠海港	0.071	801170	交通运输
000514.XSHE	渝开发	0.026	801180	房地产
000516.XSHE	国际医学	0.177	801150	医药生物
000517.XSHE	荣安地产	0.043	801180	房地产
000520.XSHE	长航凤凰	0.048	801170	交通运输
000525.XSHE	红太阳	0.044	801030	化工
000532.XSHE	华金资本	0.052	801080	电子
000540.XSHE	中天金融	0.279	801180	房地产
000544.XSHE	中原环保	0.055	801160	公用事业
000546.XSHE	金圆股份	0.085	801710	建筑材料
000550.XSHE	江铃汽车	0.057	801880	汽车
000555.XSHE	神州信息	0.165	801750	计算机
000557.XSHE	西部创业	0.059	801170	交通运输
000560.XSHE	我爱我家	0.112	801180	房地产
000561.XSHE	烽火电子	0.049	801740	国防军工
000567.XSHE	海德股份	0.041	801790	非银金融
000576.XSHE	广东甘化	0.053	801740	国防军工
000582.XSHE	北部湾港	0.132	801170	交通运输
000584.XSHE	哈工智能	0.055	801890	机械设备
000591.XSHE	太阳能	0.174	801160	公用事业
000592.XSHE	平潭发展	0.098	801010	农林牧渔
000597.XSHE	东北制药	0.078	801150	医药生物
000601.XSHE	韶能股份	0.085	801160	公用事业
000603.XSHE	盛达资源	0.122	801050	有色金属
000615.XSHE	京汉股份	0.045	801180	房地产
000620.XSHE	新华联	0.057	801180	房地产
000626.XSHE	远大控股	0.03	801200	商业贸易
000639.XSHE	西王食品	0.07	801120	食品饮料
000650.XSHE	仁和药业	0.105	801150	医药生物
000652.XSHE	泰达股份	0.115	801230	综合
000657.XSHE	中钨高新	0.056	801050	有色金属
000665.XSHE	湖北广电	0.051	801760	传媒
000666.XSHE	经纬纺机	0.056	801790	非银金融
000667.XSHE	美好置业	0.174	801180	房地产
000672.XSHE	上峰水泥	0.214	801710	建筑材料
000676.XSHE	智度股份	0.08	801760	传媒
000682.XSHE	东方电子	0.081	801730	电气设备
000683.XSHE	远兴能源	0.142	801030	化工
000688.XSHE	国城矿业	0.146	801050	有色金属
000697.XSHE	炼石航空	0.108	801740	国防军工
000710.XSHE	贝瑞基因	0.244	801150	医药生物
000711.XSHE	京蓝科技	0.027	801160	公用事业
000720.XSHE	新能泰山	0.064	801160	公用事业
000726.XSHE	鲁泰A	0.065	801130	纺织服装
000733.XSHE	振华科技	0.302	801080	电子
000735.XSHE	罗牛山	0.201	801010	农林牧渔
000751.XSHE	锌业股份	0.063	801050	有色金属
000789.XSHE	万年青	0.161	801710	建筑材料
000791.XSHE	甘肃电投	0.036	801160	公用事业
000793.XSHE	华闻集团	0.099	801760	传媒
000795.XSHE	英洛华	0.078	801050	有色金属
000796.XSHE	凯撒旅业	0.108	801210	休闲服务
000797.XSHE	中国武夷	0.058	801180	房地产
000799.XSHE	酒鬼酒	0.393	801120	食品饮料
000801.XSHE	四川九洲	0.076	801110	家用电器
000802.XSHE	北京文化	0.085	801760	传媒
000810.XSHE	创维数字	0.11	801110	家用电器
000811.XSHE	冰轮环境	0.066	801890	机械设备
000815.XSHE	美利云	0.047	801140	轻工制造
000818.XSHE	航锦科技	0.218	801030	化工
000821.XSHE	京山轻机	0.04	801890	机械设备
000822.XSHE	山东海化	0.051	801030	化工
000823.XSHE	超声电子	0.096	801080	电子
000829.XSHE	天音控股	0.085	801200	商业贸易
000831.XSHE	五矿稀土	0.157	801050	有色金属
000836.XSHE	富通鑫茂	0.079	801770	通信
000851.XSHE	高鸿股份	0.129	801770	通信
000875.XSHE	吉电股份	0.136	801160	公用事业
000881.XSHE	中广核技	0.055	801030	化工
000882.XSHE	华联股份	0.063	801200	商业贸易
000885.XSHE	城发环境	0.056	801170	交通运输
000889.XSHE	中嘉博创	0.048	801770	通信
000900.XSHE	现代投资	0.077	801170	交通运输
000901.XSHE	航天科技	0.14	801890	机械设备
000902.XSHE	新洋丰	0.146	801030	化工
000903.XSHE	云内动力	0.172	801880	汽车
000905.XSHE	厦门港务	0.034	801170	交通运输
000910.XSHE	大亚圣象	0.137	801140	轻工制造
000913.XSHE	钱江摩托	0.114	801880	汽车
000915.XSHE	山大华特	0.104	801150	医药生物
000917.XSHE	电广传媒	0.141	801760	传媒
000918.XSHE	嘉凯城	0.067	801180	房地产
000921.XSHE	海信家电	0.118	801110	家用电器
000923.XSHE	河钢资源	0.034	801020	采掘
000925.XSHE	众合科技	0.06	801890	机械设备
000926.XSHE	福星股份	0.084	801180	房地产
000928.XSHE	中钢国际	0.051	801720	建筑装饰
000931.XSHE	中关村	0.094	801150	医药生物
000933.XSHE	神火股份	0.113	801050	有色金属
