sw1_code	sw1_name	weight
801010	农林牧渔	8.5705
801030	化工	2.6197
801040	钢铁	0.837
801050	有色金属	2.466
801080	电子	26.6153
801110	家用电器	2.2146
801120	食品饮料	3.1541
801130	纺织服装	0.1613
801140	轻工制造	1.0767
801150	医药生物	9.1857
801160	公用事业	0.2487
801170	交通运输	5.1278
801180	房地产	0.4602
801200	商业贸易	2.066
801710	建筑材料	2.1809
801720	建筑装饰	0.45
801730	电气设备	2.7382
801740	国防军工	2.0568
801750	计算机	9.0586
801760	传媒	7.7648
801770	通信	0.399
801780	银行	3.4609
801790	非银金融	3.9728
801880	汽车	2.129
801890	机械设备	0.9857
