code	display_name	date	weight	sw1_code	sw1_name
300750.XSHE	宁德时代	2020-08-16	6.6399	801730	电气设备
300759.XSHE	康龙化成	2020-08-16	0.6922	801150	医药生物
300760.XSHE	迈瑞医疗	2020-08-16	5.4256	801150	医药生物
300761.XSHE	立华股份	2020-08-16	0.1568	801010	农林牧渔
300766.XSHE	每日互动	2020-08-16	0.3392	801750	计算机
300768.XSHE	迪普科技	2020-08-16	0.2646	801750	计算机
300770.XSHE	新媒股份	2020-08-16	0.681	801760	传媒
300773.XSHE	拉卡拉	2020-08-16	0.5661	801750	计算机
300775.XSHE	三角防务	2020-08-16	0.3458	801740	国防军工
300782.XSHE	卓胜微	2020-08-16	0.8042	801080	电子
300783.XSHE	三只松鼠	2020-08-16	0.1119	801120	食品饮料
