sw1_code	sw1_name	weight
801010	农林牧渔I	4.294
801020	采掘I	0.605
801030	化工I	3.441
801040	钢铁I	5.331
801050	有色金属I	1.232
801080	电子I	9.981
801110	家用电器I	15.578
801120	食品饮料I	8.119
801150	医药生物I	1.575
801160	公用事业I	0.841
801170	交通运输I	0.974
801180	房地产I	18.496
801200	商业贸易I	2.09
801730	电气设备I	2.322
801750	计算机I	0.582
801760	传媒I	1.325
801770	通信I	1.211
801780	银行I	6.521
801790	非银金融I	6.306
801880	汽车I	6.159
801890	机械设备I	3.018
