sw1_code	sw1_name	weight
801030	化工	2.155
801080	电子	2.217
801110	家用电器	2.374
801120	食品饮料	8.31
801140	轻工制造	2.745
801150	医药生物	39.579
801200	商业贸易	1.001
801210	休闲服务	4.588
801720	建筑装饰	1.132
801730	电气设备	1.342
801750	计算机	4.274
801760	传媒	16.323
801770	通信	2.181
801790	非银金融	8.81
801890	机械设备	2.968
