sw1_code	sw1_name	weight
801020	采掘I	1.464
801030	化工I	2.491
801050	有色金属I	1.357
801080	电子I	3.052
801110	家用电器I	1.063
801120	食品饮料I	16.624
801150	医药生物I	8.469
801170	交通运输I	1.306
801180	房地产I	1.743
801210	休闲服务I	3.701
801710	建筑材料I	2.3
801720	建筑装饰I	2.278
801730	电气设备I	2.34
801740	国防军工I	0.682
801750	计算机I	1.192
801770	通信I	0.738
801780	银行I	20.813
801790	非银金融I	25.447
801880	汽车I	0.994
801890	机械设备I	1.945
