sw1_code	sw1_name	weight
801010	农林牧渔	2.386
801020	采掘	1.089
801030	化工	2.346
801040	钢铁	0.503
801050	有色金属	2.305
801080	电子	8.062
801110	家用电器	4.467
801120	食品饮料	12.958
801130	纺织服装	0.054
801140	轻工制造	0.254
801150	医药生物	9.403
801160	公用事业	1.886
801170	交通运输	2.804
801180	房地产	3.608
801200	商业贸易	0.527
801210	休闲服务	1.349
801710	建筑材料	1.463
801720	建筑装饰	1.868
801730	电气设备	3.162
801740	国防军工	1.405
801750	计算机	3.09
801760	传媒	1.98
801770	通信	1.385
801780	银行	12.276
801790	非银金融	15.415
801880	汽车	2.199
801890	机械设备	1.757
